,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size
251,45,E2F-6 complex,"['EHMT1', 'EHMT2']",0.5,0.00022571418795545615,12
252,45,DNMT1-EHMT2-HDAC1-UHRF1 complex,['EHMT2'],0.25,0.008549246048629082,4
253,45,CBX3-EHMT2-NR3C1 complex,['EHMT2'],0.25,0.006417093889593873,3
254,45,CDYL-complex,"['EHMT1', 'WIZ', 'EHMT2']",0.75,3.095323243530773e-07,9
255,45,CBX3-EHMT1-NR3C1 complex,['EHMT1'],0.25,0.006417093889593873,3
256,45,EHMT2-MECOM complex,['EHMT2'],0.25,0.004281504623370539,2
257,46,CBX3-EHMT1-NR3C1 complex,['EHMT1'],0.25,0.006417093889593873,3
258,46,DNMT1-EHMT2 complex,['EHMT2'],0.25,0.004281504623370539,2
259,46,DNMT1-EHMT2-PCNA complex,['EHMT2'],0.25,0.006417093889593873,3
260,46,CtBP core complex,"['EHMT1', 'EHMT2']",0.5,0.00012338192919479082,9
261,46,CtBP complex,"['EHMT1', 'EHMT2']",0.5,0.00046344157435598523,17
262,46,DNMT1-EHMT2-HDAC1-UHRF1 complex,['EHMT2'],0.25,0.008549246048629082,4
263,46,CDYL-CAF1-MCM complex,['EHMT2'],0.25,0.02758455382989051,13
264,46,CDYL-complex,"['EHMT1', 'WIZ', 'EHMT2']",0.75,3.095323243530773e-07,9
265,46,E2F-6 complex,"['EHMT1', 'EHMT2']",0.5,0.00022571418795545615,12
266,46,CBX3-EHMT2-NR3C1 complex,['EHMT2'],0.25,0.006417093889593873,3
267,46,EHMT2-MECOM complex,['EHMT2'],0.25,0.004281504623370539,2
268,55,BLOC-3 (biogenesis of lysosome-related organelles complex 3),['HPS1'],0.25,0.004281504623370539,2
269,55,PLC-gamma-2-Syk-LAT-FcR-gamma complex,['SYK'],0.25,0.008549246048629082,4
270,55,CSF3R-LYN-SYK complex,['SYK'],0.25,0.006417093889593873,3
271,55,MyD88-SYK-TLR4 complex,['SYK'],0.25,0.006417093889593873,3
272,55,IRAK1-MYD88-SYK-TLR4 complex,['SYK'],0.25,0.008549246048629082,4
273,55,TNNC1-TNNI3-TNNT2 complex,['TNNC1'],0.25,0.006417093889593873,3
274,55,CLTC-SYK complex,['SYK'],0.25,0.004281504623370539,2
275,55,PECAM1-SYK complex,['SYK'],0.25,0.004281504623370539,2
276,55,NCL-SYK complex,['SYK'],0.25,0.004281504623370539,2
277,55,MSN-SELPLG-SYK complex,['SYK'],0.25,0.006417093889593873,3
278,55,SCIMP-SYK-TLR4 complex,['SYK'],0.25,0.006417093889593873,3
279,56,"mTORC1 complex (MLST8, MTOR, RAPTOR)",['RPTOR'],0.08333333333333333,0.019168805919131036,3
280,56,Ragulator-Rag complex,"['LAMTOR3', 'LAMTOR5', 'RRAGA', 'RRAGC', 'LAMTOR4', 'LAMTOR2']",0.5,1.1054203216390606e-13,7
281,56,HTR6-RPTOR complex,['RPTOR'],0.08333333333333333,0.012816957927241978,2
282,56,mTORC1-PRAS40 complex,['RPTOR'],0.08333333333333333,0.02548316982952289,4
283,56,Ragulator complex,"['LAMTOR3', 'LAMTOR5', 'LAMTOR4', 'LAMTOR2']",0.3333333333333333,4.88777532589563e-09,5
284,56,"mTOR complex (MTOR, RAPTOR)",['RPTOR'],0.08333333333333333,0.012816957927241978,2
285,56,v-ATPase-Ragulator-AXIN/LKB1-AMPK complex,"['LAMTOR3', 'LAMTOR5', 'LAMTOR4', 'LAMTOR2']",0.3333333333333333,9.486462301246891e-07,14
286,56,GATOR2 complex,['WDR59'],0.08333333333333333,0.03176025086121679,5
287,56,LAMTOR2-LAMTOR3-MAPK1 complex,"['LAMTOR3', 'LAMTOR2']",0.16666666666666666,0.00011326194346385801,3
288,56,LAMTOR2-LAMTOR3-MAP2K1 complex,"['LAMTOR3', 'LAMTOR2']",0.16666666666666666,0.00011326194346385801,3
289,56,VPS35-VPS29-VPS26A complex,"['VPS29', 'VPS35']",0.16666666666666666,0.00011326194346385801,3
290,56,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","['VPS29', 'VPS35']",0.16666666666666666,0.00037484570274731987,5
291,56,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","['VPS29', 'VPS35']",0.16666666666666666,0.00037484570274731987,5
292,56,FLCN-FNIP2 complex,['FLCN'],0.08333333333333333,0.012816957927241978,2
293,58,NR0B2-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
294,58,THRA-TXNRD1 complex,['THRA'],0.02702702702702703,0.03925344061780424,2
295,58,COPS2-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
296,58,PIK3R1-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
297,58,NRIP1-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
298,58,AKAP13-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
299,58,NCOA6-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
300,58,MED1-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
301,58,NCOR2-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
302,58,NCOR1-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
303,58,DVL1-RYK complex,['DVL1'],0.02702702702702703,0.03925344061780424,2
304,58,"CDH5-PARD6A complex, endothelial",['PARD6A'],0.02702702702702703,0.03925344061780424,2
305,58,AP3D1-AP3S2 complex,['AP3D1'],0.02702702702702703,0.03925344061780424,2
306,58,AP3D1-AP3S1 complex,['AP3D1'],0.02702702702702703,0.03925344061780424,2
307,58,LIN2-LIN7 complex,['CASK'],0.02702702702702703,0.03925344061780424,2
308,58,LIN2-SAP97 complex,['CASK'],0.02702702702702703,0.03925344061780424,2
309,58,AR-HOXB13 complex,['HOXB13'],0.02702702702702703,0.03925344061780424,2
310,58,DVL1-PI4K2A complex,['DVL1'],0.02702702702702703,0.03925344061780424,2
311,58,ARNTL-NPAS2 complex,['NPAS2'],0.02702702702702703,0.03925344061780424,2
312,58,MAU2-NIPBL complex,['MAU2'],0.02702702702702703,0.03925344061780424,2
313,58,RXRA-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
314,58,NCOA2-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
315,58,RXRB-THRA complex,['THRA'],0.02702702702702703,0.03925344061780424,2
316,58,TSC2-DVL complex,['DVL1'],0.02702702702702703,0.03925344061780424,2
317,60,JAK2-IL12RB2 complex,['IL12RB2'],0.029411764705882353,0.03610000740565964,2
318,60,CDK8-CyclinC-Mediator complex,['CCNC'],0.029411764705882353,0.03610000740565964,2
319,60,CCNC-CDK3 complex,['CCNC'],0.029411764705882353,0.03610000740565964,2
320,60,HPF1-PARP1 complex,['HPF1'],0.029411764705882353,0.03610000740565964,2
321,60,Axin-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
322,60,PARG-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
323,60,PARP2-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
324,60,PARP1-SMAD3  complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
325,60,AR-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
326,60,BRCA1-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
327,60,MAU2-NIPBL complex,['NIPBL'],0.029411764705882353,0.03610000740565964,2
328,60,RAB11FIP1-RAB11A complex,['RAB11FIP1'],0.029411764705882353,0.03610000740565964,2
329,60,CREBBP-SMAD3 heterohexamer,['SMAD3'],0.029411764705882353,0.03610000740565964,2
330,60,HPF1-PARP2-nucleosome complex,['HPF1'],0.029411764705882353,0.03610000740565964,2
331,60,SKI-SMAD3 complex,['SMAD3'],0.029411764705882353,0.03610000740565964,2
332,61,INSR-SNX1A complex,"['INSR', 'SNX1']",0.010869565217391304,0.009665246961526736,2
333,61,AHR-ARNT complex,"['ARNT', 'AHR']",0.010869565217391304,0.009665246961526736,2
334,61,INSR-SNX1 complex,"['INSR', 'SNX1']",0.010869565217391304,0.009665246961526736,2
335,62,CSK-FYN-PAG1 complex,['CSK'],0.16666666666666666,0.009615320284206122,3
336,62,ELMO1-DOCK2 complex,['DOCK2'],0.16666666666666666,0.006418812442197104,2
337,62,ABI1-WASF2 complex,['WASF2'],0.16666666666666666,0.006418812442197104,2
338,62,WAVE2 complex,['WASF2'],0.16666666666666666,0.01598263140710507,5
339,62,CSK-HSP90AA1-HSPA8 complex,['CSK'],0.16666666666666666,0.009615320284206122,3
340,62,CSK-PAG1 complex,['CSK'],0.16666666666666666,0.006418812442197104,2
341,62,ABI3-WAVE2-CYFIP1 complex,['WASF2'],0.16666666666666666,0.009615320284206122,3
342,64,GAA1-GPI8-PIGT-PIG-PIGS complex,['GPAA1'],0.14285714285714285,0.018626417996554002,5
343,64,MTR4-RBM7-ZCCHC8 complex,['ZCCHC8'],0.14285714285714285,0.01121185657606393,3
344,64,MTREX-ZFC3H1 complex,['ZFC3H1'],0.14285714285714285,0.007486605228395711,2
345,65,"Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)",['FBXL3'],0.05,0.04219923887974389,4
346,65,SCIMP-SYK-TLR4 complex,['SYK'],0.05,0.03181094429058709,3
347,65,"Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)",['FBXL3'],0.05,0.04219923887974389,4
348,65,PLC-gamma-2-Syk-LAT-FcR-gamma complex,['SYK'],0.05,0.04219923887974389,4
349,65,RBP-Jkappa-RING1-KyoT2 complex,['FHL1'],0.05,0.03181094429058709,3
350,65,PECAM1-SYK complex,['SYK'],0.05,0.021315669973953892,2
351,65,CNBP-PCBP2 complex,['PCBP2'],0.05,0.021315669973953892,2
352,65,MyD88-SYK-TLR4 complex,['SYK'],0.05,0.03181094429058709,3
353,65,ITCH-MAVS-PCBP2 complex,['PCBP2'],0.05,0.03181094429058709,3
354,65,CRLF2-Il7R-TSLP complex,['IL7R'],0.05,0.03181094429058709,3
355,65,CSF3R-LYN-SYK complex,['SYK'],0.05,0.03181094429058709,3
356,65,CLTC-SYK complex,['SYK'],0.05,0.021315669973953892,2
357,65,NCL-SYK complex,['SYK'],0.05,0.021315669973953892,2
358,65,MSN-SELPLG-SYK complex,['SYK'],0.05,0.03181094429058709,3
359,65,IRAK1-MYD88-SYK-TLR4 complex,['SYK'],0.05,0.04219923887974389,4
360,66,FYN-KHDRBS1-PAG1 complex,['KHDRBS1'],0.034482758620689655,0.04590296389883828,3
361,66,ASPP1-SAM68 complex,['KHDRBS1'],0.034482758620689655,0.030832803742556304,2
362,66,WRN-TRF2 complex,['WRN'],0.034482758620689655,0.030832803742556304,2
363,66,IL12B-IL12RB1-IL12RB2 complex,['IL12RB2'],0.034482758620689655,0.04590296389883828,3
364,66,IL12A-IL12B-IL12RB2 complex,['IL12RB2'],0.034482758620689655,0.04590296389883828,3
365,66,JAK2-IL12RB2 complex,['IL12RB2'],0.034482758620689655,0.030832803742556304,2
366,66,FEN1-WRN complex,['WRN'],0.034482758620689655,0.030832803742556304,2
367,66,WRN-XRCC6-XRCC5 complex,['WRN'],0.034482758620689655,0.04590296389883828,3
368,66,DGKZ-RASGRP1-HRAS complex,['RASGRP1'],0.034482758620689655,0.04590296389883828,3
369,66,ATG13-RB1CC1-ULK1 complex,['RB1CC1'],0.034482758620689655,0.04590296389883828,3
370,66,ATG13-RB1CC1-ULK2 complex,['RB1CC1'],0.034482758620689655,0.04590296389883828,3
371,66,NIPBL-RAD21-SMC1A complex,['NIPBL'],0.034482758620689655,0.04590296389883828,3
372,66,RAB11FIP1-RAB11A complex,['RAB11FIP1'],0.034482758620689655,0.030832803742556304,2
373,66,RAB11A-RAB11FIP1-SLAMF1 complex,['RAB11FIP1'],0.034482758620689655,0.04590296389883828,3
374,66,MAU2-NIPBL complex,['NIPBL'],0.034482758620689655,0.030832803742556304,2
375,66,FYN-KHDRBS1-PLCG1 complex,['KHDRBS1'],0.034482758620689655,0.04590296389883828,3
376,69,ATG101-ATG13-RB1CC1-ULK1 complex,['RB1CC1'],0.16666666666666666,0.0128032538026046,4
377,69,ATG13-RB1CC1-ULK2 complex,['RB1CC1'],0.16666666666666666,0.009615320284206122,3
378,69,"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)",['MOV10'],0.16666666666666666,0.019153471477758855,6
379,69,ATG13-RB1CC1-ULK1 complex,['RB1CC1'],0.16666666666666666,0.009615320284206122,3
380,69,WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex,['RB1CC1'],0.16666666666666666,0.022315792364988013,7
381,69,ATP9A-DOP1B-MON2 complex,['DOP1B'],0.16666666666666666,0.009615320284206122,3
382,75,tRNA Splicing Ligase Complex,['RTRAF'],0.16666666666666666,0.01598263140710507,5
383,75,tRNA splicing ligase,['RTRAF'],0.16666666666666666,0.019153471477758855,6
384,77,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)","['ARNT', 'AHR']",0.028169014084507043,0.019372701467848065,6
385,77,CEP19-CEP350-CEP43-RABL2B complex,"['CEP350', 'CEP43']",0.028169014084507043,0.008143099859107043,4
386,77,AHR-ARNT complex,"['ARNT', 'AHR']",0.028169014084507043,0.0014265941256470622,2
387,78,ATL1 homo-oligomer complex,['ATL1'],0.017241379310344827,0.031065881092662024,1
388,79,TBC1D7-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.020833333333333332,0.007589556779696714,3
389,79,"TSC (TSC1, TSC2, AXIN, GSK3) complex","['TSC1', 'TSC2']",0.020833333333333332,0.014671088732378832,4
390,79,RXRB-THRA complex,"['RXRB', 'THRA']",0.020833333333333332,0.0026178145726159373,2
391,79,HSP90AA1-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.020833333333333332,0.007589556779696714,3
392,79,MAU2-NIPBL complex,"['MAU2', 'NIPBL']",0.020833333333333332,0.0026178145726159373,2
393,79,AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.020833333333333332,0.034277992910594426,6
394,79,TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.020833333333333332,0.0026178145726159373,2
395,80,ZNF198-SUMO1 complex,['ZMYM2'],0.043478260869565216,0.02449321463610942,2
396,80,ZNF198-PML complex,['ZMYM2'],0.043478260869565216,0.02449321463610942,2
397,80,BRCA1-RAD50-MRE11-NBS1 complex,['RAD50'],0.043478260869565216,0.04841198236179012,4
398,80,MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex),['RAD50'],0.043478260869565216,0.04841198236179012,4
399,80,MRE11A-RAD50-NBN-TRF2 complex,['RAD50'],0.043478260869565216,0.04841198236179012,4
400,80,BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex),['RAD50'],0.043478260869565216,0.036523593222366514,3
401,80,MRN complex,['RAD50'],0.043478260869565216,0.036523593222366514,3
402,80,MRNIP-MRE11-NBN-RAD50 complex,['RAD50'],0.043478260869565216,0.04841198236179012,4
403,80,CLEC4M-VWF complex,['VWF'],0.043478260869565216,0.02449321463610942,2
404,80,R/M complex (RAD50-MRE11 complex),['RAD50'],0.043478260869565216,0.02449321463610942,2
405,80,Insulin receptor-insulin complex,['INSR'],0.043478260869565216,0.02449321463610942,2
406,80,IFNG-KPNA1-STAT1alpha complex,['KPNA1'],0.043478260869565216,0.036523593222366514,3
407,80,INSR-SNX4 complex,['INSR'],0.043478260869565216,0.02449321463610942,2
408,80,INSR-SNX2 complex,['INSR'],0.043478260869565216,0.02449321463610942,2
409,80,INSR-SNX1A complex,['INSR'],0.043478260869565216,0.02449321463610942,2
410,80,F8-VWF complex,['VWF'],0.043478260869565216,0.02449321463610942,2
411,80,TNNC1-TNNI3-TNNT2 complex,['TNNC1'],0.043478260869565216,0.036523593222366514,3
412,80,CSE1L-KPNA1-RAN complex,['KPNA1'],0.043478260869565216,0.036523593222366514,3
413,80,KPNA1-KPNB1 complex,['KPNA1'],0.043478260869565216,0.02449321463610942,2
414,80,IL-21 receptor-IL-21 complex,['IL21'],0.043478260869565216,0.036523593222366514,3
415,80,DNAJB14-HSPA1-HSPH8-SGTA complex,['HSPH1'],0.043478260869565216,0.04841198236179012,4
416,80,BLOC-3 (biogenesis of lysosome-related organelles complex 3),['HPS1'],0.043478260869565216,0.02449321463610942,2
417,80,SERCA2a-alphaKAP-CaM-CaMKII complex,['KPNA1'],0.043478260869565216,0.04841198236179012,4
418,80,GP1BA-VWF complex,['VWF'],0.043478260869565216,0.02449321463610942,2
419,80,RAD50-BRCA1 complex,['RAD50'],0.043478260869565216,0.02449321463610942,2
420,80,MDC1-MRE11-RAD50-NBS1 complex,['RAD50'],0.043478260869565216,0.04841198236179012,4
421,80,INSR-SNX1 complex,['INSR'],0.043478260869565216,0.02449321463610942,2
422,80,MLKL-PGAM5-RIPK1-RIPK3 complex,['MLKL'],0.043478260869565216,0.04841198236179012,4
423,82,AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.4,8.57433846027266e-05,6
424,82,HSP90AA1-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.4,1.7203995162916226e-05,3
425,82,TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.4,5.7408214311753e-06,2
426,82,TBC1D7-TSC1-TSC2 complex,"['TSC1', 'TSC2']",0.4,1.7203995162916226e-05,3
427,82,TSC2-HERC1 complex,['TSC2'],0.2,0.0053504455738553796,2
428,82,TSC2-GSK3-AXIN-DVL complex,['TSC2'],0.2,0.010677964790338947,4
429,82,GATOR complex,"['DEPDC5', 'NPRL3']",0.4,0.00015971080831711962,8
430,82,GATOR1 complex,"['DEPDC5', 'NPRL3']",0.4,1.7203995162916226e-05,3
431,82,"TSC (TSC1, TSC2, AXIN, GSK3) complex","['TSC1', 'TSC2']",0.4,3.43710817896087e-05,4
432,82,SOG complex,['NPRL3'],0.2,0.021264519023444988,8
433,82,TSC2-DVL complex,['TSC2'],0.2,0.0053504455738553796,2
434,83,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)",['VPS29'],0.05555555555555555,0.04733483700997114,5
435,83,LAMTOR2-LAMTOR3-MAPK1 complex,['LAMTOR3'],0.05555555555555555,0.02866065637138533,3
436,83,EIF2S1-NCK1-PPP1CA-PPP1R15B complex,['PPP1R15B'],0.05555555555555555,0.0380405427368977,4
437,83,Ragulator complex,['LAMTOR3'],0.05555555555555555,0.04733483700997114,5
438,83,Ragulator-Rag complex,"['LAMTOR3', 'RRAGA']",0.1111111111111111,0.0017924109815691158,7
439,83,"F1F0-ATPase, mitochondrial","['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.2222222222222222,1.026513254776733e-05,16
440,83,VPS35-VPS29-VPS26A complex,['VPS29'],0.05555555555555555,0.02866065637138533,3
441,83,LAMTOR2-LAMTOR3-MAP2K1 complex,['LAMTOR3'],0.05555555555555555,0.02866065637138533,3
442,83,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)",['VPS29'],0.05555555555555555,0.04733483700997114,5
443,84,CCNK-CDK13 complex,['CDK13'],0.25,0.004281504623370539,2
444,84,Paf complex,['LEO1'],0.25,0.010677964790338947,5
445,88,CD19-VAV1-PIK3R1 complex,['VAV1'],0.09090909090909091,0.017580843921158773,3
446,88,CBL-GRB2-LCP2 complex,['LCP2'],0.09090909090909091,0.017580843921158773,3
447,88,LAT-VAV1 multiprotein complex,"['PLCG1', 'LCP2', 'VAV1', 'LAT']",0.36363636363636365,2.2682400793502195e-08,7
448,88,CRKL-WAS-WIPF1-ZAP70 complex,['ZAP70'],0.09090909090909091,0.023378381859392276,4
449,88,NCR3-CD247 complex,['CD247'],0.09090909090909091,0.011752035551758959,2
450,88,LAT-LCP2-PLCG1-SOS1 complex,"['PLCG1', 'LCP2', 'LAT']",0.2727272727272727,6.075194604087304e-07,4
451,88,PDGFRA-PIK3R1-PLCG1-PTPN11 complex,['PLCG1'],0.09090909090909091,0.023378381859392276,4
452,88,CBL-GRB2-LCP2-SHC1 complex,['LCP2'],0.09090909090909091,0.023378381859392276,4
453,88,PLC-gamma-2-Syk-LAT-FcR-gamma complex,['LAT'],0.09090909090909091,0.023378381859392276,4
454,88,PLC-gamma-2-SLP-76 complex,['LCP2'],0.09090909090909091,0.011752035551758959,2
455,88,PLC-gamma-2-LAT complex,['LAT'],0.09090909090909091,0.011752035551758959,2
456,88,PLC-gamma-2-SLP-76-Lyn-Grb2 complex,['LCP2'],0.09090909090909091,0.023378381859392276,4
457,88,LAT-LCK-LCP2-PLCG1 complex,"['PLCG1', 'LCP2', 'LAT']",0.2727272727272727,6.075194604087304e-07,4
458,88,FYN-KHDRBS1-PLCG1 complex,['PLCG1'],0.09090909090909091,0.017580843921158773,3
459,88,LAT-SOS1 multiprotein complex,"['PLCG1', 'LAT']",0.18181818181818182,0.00031270757158404324,5
460,88,PTPN6-VAV1 complex,['VAV1'],0.09090909090909091,0.011752035551758959,2
461,88,GRB2-p36/p38-PLCG1-SOS1-ZAP70 complex,"['PLCG1', 'ZAP70']",0.18181818181818182,0.0001882301064582568,4
462,88,CD3-LAG3-TCR complex,"['CD3E', 'CD3G', 'CD3D']",0.2727272727272727,3.0180671827511888e-06,6
463,88,TCR-CD3 complex,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,9.750356402967111e-09,6
464,88,ITK-LCP2 complex,['LCP2'],0.09090909090909091,0.011752035551758959,2
465,88,LCP2-PLCG1-VAV1 complex,"['PLCG1', 'LCP2', 'VAV1']",0.2727272727272727,1.5237032752985384e-07,3
466,88,GRB2-LAT cells,['LAT'],0.09090909090909091,0.011752035551758959,2
467,88,CBL-LAT-PLCG1 complex,"['PLCG1', 'LAT']",0.18181818181818182,9.441881295933276e-05,3
468,88,ITK-LCP2-PLCG1 complex,"['PLCG1', 'LCP2']",0.18181818181818182,9.441881295933276e-05,3
469,92,tRNA Splicing Ligase Complex,"['FAM98B', 'RTRAF']",0.2,0.00025612690561777665,5
470,92,tRNA splicing ligase,"['FAM98B', 'RTRAF']",0.2,0.00038309154985706413,6
471,94,SREBP-1a-PKM2 complex,['PKM'],0.02631578947368421,0.0403034368575662,2
472,94,HSD17B10-TRMT10C complex,['HSD17B10'],0.02631578947368421,0.0403034368575662,2
473,94,UMPS homodimer,['UMPS'],0.02631578947368421,0.020353508302088912,1
474,94,KDM1A-MYCN complex,['MYCN'],0.02631578947368421,0.0403034368575662,2
475,94,AURKA-MYCN complex,['MYCN'],0.02631578947368421,0.0403034368575662,2
476,94,MYCN-SIRT1 complex,['MYCN'],0.02631578947368421,0.0403034368575662,2
477,94,ALYREF-MYCN complex,['MYCN'],0.02631578947368421,0.0403034368575662,2
478,94,"MITRAC complex, mitochondrial","['COX4I1', 'COA3', 'COX6C']",0.07894736842105263,0.0024270798351080755,14
479,94,EGLN3-PKM2 complex,['PKM'],0.02631578947368421,0.0403034368575662,2
480,95,"ING5 complex (ING5, JADE2, KAT7, MEAF6)",['ING5'],0.16666666666666666,0.0128032538026046,4
481,95,"ING5 complex (ING5, JADE1, KAT7, MEAF6)",['ING5'],0.16666666666666666,0.0128032538026046,4
482,95,"ING5 (BRPF1, MOZ, MORF) complex","['KAT6A', 'BRPF1', 'ING5']",0.5,1.8424562262789615e-07,5
483,95,USP22-SAGA complex,"['USP22', 'ATXN7L3']",0.3333333333333333,0.00023905219258451755,8
484,95,"SAGA complex, GCN5-linked","['USP22', 'ATXN7L3']",0.3333333333333333,0.0014370716823094757,19
485,95,"STAGA complex, SPT3-linked","['USP22', 'ATXN7L3']",0.3333333333333333,0.0014370716823094757,19
486,95,"ING5 (BRPF2, MOZ, MORF) complex","['KAT6A', 'ING5']",0.3333333333333333,8.57433846027266e-05,5
487,95,"ING5 (BRPF3, MOZ, MORF) complex","['KAT6A', 'ING5']",0.3333333333333333,8.57433846027266e-05,5
488,95,"ING5 complex (ING5, JADE3, KAT7, MEAF6)",['ING5'],0.16666666666666666,0.0128032538026046,4
489,96,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)",['AHR'],0.125,0.02546961238961708,6
490,96,MCM8-ORC2-CDC6 complex,['MCM8'],0.125,0.012806676162231571,3
491,96,NISCH-STK11 complex,['STK11'],0.125,0.008553823932451198,2
492,96,LRP6-PTH-PTH1R complex,['LRP6'],0.125,0.012806676162231571,3
493,96,FZD5-LGR5-LRP6 complex,['LRP6'],0.125,0.012806676162231571,3
494,96,ANGPTL4-LRP6-SDC1 complex,['LRP6'],0.125,0.012806676162231571,3
495,96,ANGPTL4-LRP6-SDC2 complex,['LRP6'],0.125,0.012806676162231571,3
496,96,DKK1-KREMEN1-LRP6 complex,['LRP6'],0.125,0.012806676162231571,3
497,96,MCM8-MCM9 complex,['MCM8'],0.125,0.008553823932451198,2
498,96,MCM8-MCM9-MRE11A-NBN-RAD50 complex,['MCM8'],0.125,0.021264519023444988,5
499,96,AHR-ARNT complex,['AHR'],0.125,0.008553823932451198,2
500,96,HDAC8-STIP1 complex,['STIP1'],0.125,0.008553823932451198,2
501,96,AIP-PDE2A complex,['AIP'],0.125,0.008553823932451198,2
502,96,AIP-RET complex,['AIP'],0.125,0.008553823932451198,2
503,96,LRP6-SOST complex ,['LRP6'],0.125,0.008553823932451198,2
504,96,LKB1-STRAD-MO25 complex,['STK11'],0.125,0.012806676162231571,3
505,96,ANGPTL4-LRP6-SDC4 complex,['LRP6'],0.125,0.012806676162231571,3
506,101,Arp2/3 protein complex,"['ACTR2', 'ARPC3', 'ARPC2']",0.03571428571428571,0.0026983962261295583,7
507,101,CASP8-FADD-MALT1-BCL10 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.01131504793079457,4
508,101,VPS35-VPS29-VPS26A complex,"['VPS29', 'VPS35']",0.023809523809523808,0.005827769788621863,3
509,101,BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex,"['BCL10', 'MALT1']",0.023809523809523808,0.018309388507791954,5
510,101,BCL10-CARD14-MALT1 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.005827769788621863,3
511,101,FYB-CARMA1-BCL-10-MALT1 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.01131504793079457,4
512,101,CARMA1-BCL10-MALT1 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.005827769788621863,3
513,101,"Ubiquitin ligase complex (BCL10, CARD11, MALT1, TRAF6)","['BCL10', 'MALT1']",0.023809523809523808,0.01131504793079457,4
514,101,CASP8-CHUK-IKBKB-MALT1-BCL10 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.018309388507791954,5
515,101,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","['VPS29', 'VPS35']",0.023809523809523808,0.018309388507791954,5
516,101,BCL10-MALT1 complex,"['BCL10', 'MALT1']",0.023809523809523808,0.00200125035090771,2
517,101,BCL10 homo-oligomer complex,['BCL10'],0.011904761904761904,0.04499196572040707,1
518,101,MALT1 homo-oligomer complex,['MALT1'],0.011904761904761904,0.04499196572040707,1
519,101,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","['VPS29', 'VPS35']",0.023809523809523808,0.018309388507791954,5
520,102,SERCA2a-alphaKAP-CaM-CaMKII complex,['ATP2A2'],0.07142857142857142,0.029682537532522896,4
521,102,EED-EZH2-PHF19 complex,['PHF19'],0.07142857142857142,0.02233959457330955,3
522,102,CTNNB1-BTRC-PHF19 (short isoform) complex,['PHF19'],0.07142857142857142,0.02233959457330955,3
