,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,best_described_by
131,26,CL:6031,"['TADA1', 'TADA2B', 'TADA3', 'TAF5L', 'TAF6L', 'SUPT7L', 'TRRAP', 'SUPT20H']",0.18181818181818182,2.269140734227196e-11,12,SAGA complex
132,26,CL:6027,"['TADA1', 'TADA2B', 'TADA3', 'TAF5L', 'SGF29', 'SUPT7L', 'TAF6L', 'TRRAP', 'SUPT20H']",0.20454545454545456,9.621915828588631e-10,24,SAGA complex
133,26,CL:6033,"['TADA1', 'SUPT7L', 'TRRAP', 'SUPT20H']",0.09090909090909091,1.321962304195047e-06,5,SAGA complex
134,26,CL:5775,"['MED14', 'MED12']",0.045454545454545456,0.005190224002321387,5,"Nuclear vitamin D receptor binding, and RNA polymerase II CTD heptapeptide repeat kinase activity"
135,26,CL:5737,"['MED14', 'MED12', 'MED19']",0.06818181818181818,0.017500704818239725,24,Core mediator complex
136,26,CL:5735,"['MED14', 'MED13', 'MED12', 'MED19']",0.09090909090909091,0.004150092843097839,29,Core mediator complex
137,26,CL:5668,"['MED14', 'MED13', 'MED12', 'MED19', 'CCNC']",0.11363636363636363,0.016640645493507456,65,"Transcription initiation from RNA polymerase II promoter, and Transcription factor TFIIH core complex"
138,26,CL:6029,"['TADA1', 'TADA2B', 'TADA3', 'TAF5L', 'SGF29', 'SUPT7L', 'TAF6L', 'TRRAP', 'SUPT20H']",0.20454545454545456,7.407256976747373e-11,19,SAGA complex
139,29,CL:7597,['TMEM214'],0.07142857142857142,0.03697424149094729,5,"mixed, incl. TRIC channel, and Autosomal recessive limb-girdle muscular dystrophy type 2X"
140,29,CL:21869,['PTEN'],0.07142857142857142,0.03697424149094729,5,"Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations, and Gangliocytoma"
141,29,CL:5432,['FOXK1'],0.07142857142857142,0.03697424149094729,5,"PR-DUB complex, and Histone H3-di/monomethyl-lysine-4 FAD-dependent demethylase activity"
142,29,CL:14627,"['RPTOR', 'RHEB']",0.14285714285714285,0.013119418415347542,24,"mixed, incl. TOR complex, and Ribosomal protein S6 kinase activity"
143,29,CL:14571,"['WDR59', 'WDR24', 'MIOS']",0.21428571428571427,9.196193690331637e-05,13,"Seh1-associated complex, and KICSTOR complex"
144,29,CL:14601,"['RRAGA', 'LAMTOR2']",0.14285714285714285,0.0005157216988252376,5,"Ragulator complex, and RagA/B"
145,29,CL:14569,"['LAMTOR3', 'RRAGA', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.5714285714285714,2.4427389583844085e-12,28,Amino acids regulate mTORC1
146,29,CL:14600,"['LAMTOR3', 'RRAGA', 'RRAGC', 'LAMTOR4', 'LAMTOR2']",0.35714285714285715,2.6295537592286186e-09,10,"Ragulator complex, and Gtr1/RagA G protein"
147,29,CL:14610,"['LAMTOR3', 'LAMTOR4', 'RRAGC']",0.21428571428571427,3.3316909359547493e-06,5,"Gtr1/RagA G protein, and Ragulator complex"
148,29,CL:14643,['RPTOR'],0.07142857142857142,0.03697424149094729,5,"Positive regulation of pentose-phosphate shunt, and Tetratricopeptide repeat"
149,29,CL:14628,"['RPTOR', 'RHEB']",0.14285714285714285,0.00830443397538296,19,"TOR complex, and TSC1-TSC2 complex"
150,29,CL:14567,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,1.5861690533418148e-13,54,"Amino acids regulate mTORC1, and TORC2 complex"
151,29,CL:14574,"['WDR24', 'MIOS']",0.14285714285714285,0.0005157216988252376,5,Seh1-associated complex
152,29,CL:14566,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,1.3651294074141102e-12,66,"MTOR signalling, and Negative regulation of TORC1 signaling"
153,29,CL:14303,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,5.978679439218453e-07,238,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
154,29,CL:14565,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,2.0916275124826474e-10,107,"Amino acids regulate mTORC1, and MTOR signalling"
155,29,CL:13122,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,0.04423490158762304,846,"Vesicle-mediated transport, and Amino acids regulate mTORC1"
156,29,CL:14302,"['RPTOR', 'LAMTOR3', 'RRAGA', 'RHEB', 'MIOS', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'WDR24']",0.7142857142857143,1.2075246856668188e-06,256,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
157,30,CL:5020,"['BRD8', 'EPC1']",0.5,0.0001541169088222844,10,Histone H2A acetylation
158,30,CL:5022,['EPC1'],0.25,0.010677964790338947,5,"Piccolo NuA4 histone acetyltransferase complex, and YEATS superfamily"
159,30,CL:2498,['ZRSR2'],0.25,0.010677964790338947,5,U12-type spliceosomal complex
160,30,CL:5017,"['BRD8', 'EPC1']",0.5,0.0004092128776864579,16,Histone H2A acetylation
161,30,CL:5016,"['BRD8', 'EPC1']",0.5,0.0008584258040957505,23,H4 histone acetyltransferase complex
162,30,CL:6643,['KIF20A'],0.25,0.02548316982952289,12,"Chromosome passenger complex, and Outer kinetochore"
163,30,CL:5013,"['BRD8', 'EPC1']",0.5,0.0030199397074109624,43,"H4 histone acetyltransferase complex, and INO80-type complex"
164,30,CL:6657,['KIF20A'],0.25,0.010677964790338947,5,Chromosome passenger complex
165,30,CL:4759,"['BRD8', 'EPC1']",0.5,0.04373688193944505,170,"Nucleosome, and Histone methyltransferase complex"
166,30,CL:2493,['ZRSR2'],0.25,0.021270186245489178,10,U12-type spliceosomal complex
167,31,CL:8459,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.00010184188356293819,301,"mixed, incl. Carbon metabolism, and Organic acid catabolic process"
168,31,CL:8458,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.00035253949031135133,372,"Carboxylic acid metabolic process, and Pentose phosphate pathway"
169,31,CL:8457,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.0005301992228665587,399,"Carboxylic acid metabolic process, and Pentose phosphate pathway"
170,31,CL:8455,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.0006122025658077538,409,"Carboxylic acid metabolic process, and Pentose phosphate pathway"
171,31,CL:8454,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.0012859685248806521,465,"Carboxylic acid metabolic process, and Starch and sucrose metabolism"
172,31,CL:8453,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.019246243275508664,751,"Carboxylic acid metabolic process, and Oxidoreductase"
173,31,CL:8452,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,0.021298555615421277,765,"Carboxylic acid metabolic process, and Oxidoreductase"
174,31,CL:31020,['SLC25A1'],0.14285714285714285,0.04781014399888712,13,"mixed, incl. Gonadal family, and Nezelof syndrome"
175,31,CL:8464,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,2.7299485897785724e-07,112,"Carbon metabolism, and Pyruvate metabolism"
176,31,CL:8460,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,2.7342478194188914e-05,241,"mixed, incl. Carbon metabolism, and Fatty acid catabolic process"
177,31,CL:8463,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,8.103453934662062e-07,134,"Carbon metabolism, and Pyruvate metabolism"
178,31,CL:8467,"['PDHB', 'ACLY', 'CS', 'MDH2']",0.5714285714285714,1.0717018169900374e-05,46,"Citrate cycle (TCA cycle), and Lactate dehydrogenase activity"
179,31,CL:8466,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,3.805399910005141e-09,56,"Citrate cycle (TCA cycle), and Pyruvate metabolism"
180,31,CL:8519,['MDH2'],0.14285714285714285,0.029658888639419907,8,"Aspartate biosynthetic process, and Alanine metabolism"
181,31,CL:8501,['PDHB'],0.14285714285714285,0.022315792364988013,6,Dihydrolipoyl dehydrogenase complex
182,31,CL:8469,"['PDHB', 'CS', 'ACLY']",0.42857142857142855,4.8269796417262896e-05,22,Citrate cycle (TCA cycle)
183,31,CL:8470,"['CS', 'ACLY']",0.2857142857142857,0.0014108642544895132,16,Tricarboxylic acid cycle
184,31,CL:8558,"['DLAT', 'PDHA1']",0.2857142857142857,0.0005347941736778486,10,Regulation of pyruvate dehydrogenase (PDH) complex
185,31,CL:8561,['PDHA1'],0.14285714285714285,0.018626417996554002,5,Pyruvate dehydrogenase complex
186,31,CL:8465,"['CS', 'PDHB', 'MDH2', 'ACLY', 'DLAT', 'PDHA1']",0.8571428571428571,1.368140917544829e-07,100,"Carbon metabolism, and Pyruvate metabolism"
187,33,CL:4321,"['DDA1', 'COP1']",0.4,0.018730025387122696,85,"mixed, incl. Cul4-RING E3 ubiquitin ligase complex, and Protein neddylation"
188,33,CL:4420,"['DDA1', 'COP1']",0.4,0.00025612690561777665,10,"Cul4A-RING E3 ubiquitin ligase complex, and Giant axonal neuropathy 2"
189,33,CL:5313,"['KAT6A', 'BRPF1', 'ING5']",0.6,3.221700809515372e-07,7,H3 histone acetyltransferase complex
190,33,CL:5310,"['KAT6A', 'BRPF1', 'ING5']",0.6,2.0169157676608062e-06,12,"H3 histone acetyltransferase complex, and Enhancer of polycomb-like"
191,33,CL:4319,"['DDA1', 'COP1']",0.4,0.049315993240658884,142,"cullin-RING ubiquitin ligase complex, and Protein neddylation"
192,33,CL:4320,"['DDA1', 'COP1']",0.4,0.03717685326152005,122,"Neddylation, and Cul3-RING ubiquitin ligase complex"
193,33,CL:4755,"['KAT6A', 'BRPF1', 'ING5']",0.6,0.031933051471271526,300,"mixed, incl. DNA packaging complex, and Histone deacetylase complex"
194,33,CL:4419,"['DDA1', 'COP1']",0.4,0.0005944233065794136,15,Cul4-RING E3 ubiquitin ligase complex
195,33,CL:4411,"['DDA1', 'COP1']",0.4,0.0021101321575905762,28,Cul4-RING E3 ubiquitin ligase complex
196,33,CL:4414,"['DDA1', 'COP1']",0.4,0.0011811860280315477,21,Cul4-RING E3 ubiquitin ligase complex
197,33,CL:4409,"['DDA1', 'COP1']",0.4,0.004513586948931698,41,"Cul4-RING E3 ubiquitin ligase complex, and Signalosome"
198,33,CL:5309,"['KAT6A', 'BRPF1', 'ING5']",0.6,1.6092274088282165e-05,23,"H3 histone acetyltransferase complex, and NUT midline carcinoma"
199,34,CL:27859,['ARRDC4'],0.16666666666666666,0.01598263140710507,5,"mixed, incl. RNA-binding protein MEX3, and B-box zinc finger"
200,34,CL:4914,['H3-5'],0.16666666666666666,0.02546961238961708,8,"Primary hyperoxaluria type 1, and Chromo shadow domain binding"
201,34,CL:4760,"['H3-5', 'PSIP1', 'MEN1']",0.5,0.005283347017902491,127,"Structural constituent of chromatin, and Histone H3-K4 methylation"
202,34,CL:4759,"['H3-5', 'PSIP1', 'MEN1']",0.5,0.01207056783898759,170,"Nucleosome, and Histone methyltransferase complex"
203,34,CL:4757,"['H3-5', 'PSIP1', 'MEN1']",0.5,0.037076244819727995,256,"DNA packaging complex, and Histone deacetylase complex"
204,34,CL:4756,"['H3-5', 'PSIP1', 'MEN1']",0.5,0.04571974392026602,277,"DNA packaging complex, and Histone deacetylase complex"
205,34,CL:4753,"['H3-5', 'PSIP1', 'DOT1L', 'MEN1']",0.6666666666666666,0.01640590534750857,371,"Chromatin organization, and Structural constituent of chromatin"
206,34,CL:5479,['DOT1L'],0.16666666666666666,0.02546961238961708,8,"mixed, incl. Histone H3-K79 methylation, and Sotos syndrome"
207,34,CL:4758,"['H3-5', 'PSIP1', 'MEN1']",0.5,0.020022871690080556,204,"DNA packaging complex, and Histone methyltransferase complex"
208,34,CL:5504,['BAHD1'],0.16666666666666666,0.01598263140710507,5,"rDNA heterochromatin, and DNA replication inhibitor"
209,34,CL:4751,"['PSIP1', 'MEN1', 'H3-5', 'DOT1L', 'BAHD1']",0.8333333333333334,0.0018416509669849676,386,"Chromatin organization, and Structural constituent of chromatin"
210,34,CL:5503,['BAHD1'],0.16666666666666666,0.03175182298657702,10,"mixed, incl. rDNA heterochromatin, and BURAN domain"
211,34,CL:4750,"['PSIP1', 'MEN1', 'H3-5', 'DOT1L', 'BAHD1']",0.8333333333333334,0.002266065267052653,403,"Chromatin organization, and Structural constituent of chromatin"
212,34,CL:4749,"['PSIP1', 'MEN1', 'H3-5', 'DOT1L', 'BAHD1']",0.8333333333333334,0.00409368350095475,456,"Chromatin organization, and Structural constituent of chromatin"
213,34,CL:4748,"['PSIP1', 'MEN1', 'H3-5', 'DOT1L', 'BAHD1']",0.8333333333333334,0.029377728690512847,695,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
214,34,CL:4752,"['H3-5', 'PSIP1', 'DOT1L', 'MEN1']",0.6666666666666666,0.017224770080140932,376,"Chromatin organization, and Structural constituent of chromatin"
215,36,CL:21657,['ZNF274'],0.25,0.033868318722784826,16,"mixed, incl. MHC class II deficiency, and CCAAT-binding factor complex"
216,36,CL:7113,['SETDB1'],0.25,0.04634443642449904,22,"mixed, incl. Positive regulation of DNA methylation-dependent heterochromatin assembly, and Morc, S5 domain 2-like"
217,36,CL:7128,['SETDB1'],0.25,0.010677964790338947,5,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal"
218,36,CL:7114,['SETDB1'],0.25,0.02548316982952289,12,"Positive regulation of DNA methylation-dependent heterochromatin assembly, and Morc, S5 domain 2-like"
219,36,CL:7041,['UBE2I'],0.25,0.0380405427368977,18,"mixed, incl. Processing and activation of SUMO, and PINIT domain"
220,36,CL:7044,['UBE2I'],0.25,0.02758455382989051,13,"Processing and activation of SUMO, and PINIT domain"
221,36,CL:7038,['UBE2I'],0.25,0.04841198236179012,23,"mixed, incl. Processing and activation of SUMO, and MIZ/SP-RING zinc finger"
222,36,CL:21679,['ZNF274'],0.25,0.010677964790338947,5,"Regulation of transcription from RNA polymerase II promoter by glucose, and Leydig cell proliferation"
223,36,CL:7048,['UBE2I'],0.25,0.017043557380419416,8,"SUMO is transferred from E1 to E2 (UBE2I, UBC9), and Nuclear pore cytoplasmic filaments"
224,36,CL:29944,['PCNX3'],0.25,0.010677964790338947,5,"mixed, incl. Opioid growth factor receptor, and Transmembrane protein dislocase activity"
225,36,CL:29926,['PCNX3'],0.25,0.029682537532522896,14,"mostly uncharacterized, incl. Opioid growth factor receptor, and Transmembrane protein dislocase activity"
226,38,CL:20255,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,0.030595740366318964,390,"mixed, incl. Homeobox, and DNA-binding transcription activator activity, RNA polymerase II-specific"
227,38,CL:20866,"['TBL1XR1', 'HDAC3']",0.5,3.43710817896087e-05,5,Loss of MECP2 binding ability to the NCoR/SMRT complex
228,38,CL:20824,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,2.6023728337264738e-05,36,"mixed, incl. Loss of MECP2 binding ability to the NCoR/SMRT complex, and c4 zinc finger in nuclear hormone receptors"
229,38,CL:20862,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,2.497652665002955e-06,17,"mixed, incl. Loss of MECP2 binding ability to the NCoR/SMRT complex, and Acute promyelocytic leukemia"
230,38,CL:20715,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,0.0006453246570702417,104,"mixed, incl. Transcription coregulator binding, and Activation of the TFAP2 (AP-2) family of transcription factors"
231,38,CL:20254,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,0.032169669649643975,397,"Homeobox, and RNA polymerase II cis-regulatory region sequence-specific DNA binding"
232,38,CL:20863,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,4.420106848164117e-07,10,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2"
233,38,CL:20713,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,0.0023612508429182153,161,"mixed, incl. Transcription coregulator binding, and DNA-binding transcription repressor activity"
234,38,CL:20823,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,7.10298586918496e-05,50,"mixed, incl. Activation of the TFAP2 (AP-2) family of transcription factors, and Loss of MECP2 binding ability to the NCoR/SMRT complex"
235,38,CL:20714,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,0.001169989946835861,127,"mixed, incl. Transcription coregulator binding, and Activation of the TFAP2 (AP-2) family of transcription factors"
236,41,CL:11137,"['NDUFB2', 'NDUFB4']",0.015384615384615385,0.04186082466227027,5,"mixed, incl. Hantavirus hemorrhagic fever with renal syndrome, and Ribosomal protein/NADH dehydrogenase domain"
237,41,CL:764,"['NGRN', 'TRUB2']",0.015384615384615385,0.04186082466227027,5,Positive regulation of mitochondrial translation
238,41,CL:11079,"['NDUFB9', 'NDUFA6', 'NDUFA8', 'NDUFS2', 'NDUFB6', 'NDUFC1', 'NDUFB2', 'NDUFS5', 'NDUFA9', 'NDUFB11', 'NDUFB4', 'NDUFS8']",0.09230769230769231,1.431720063278981e-05,42,NADH dehydrogenase (ubiquinone) activity
239,41,CL:11074,"['NDUFB9', 'CYC1', 'NDUFA8', 'COX6C', 'NDUFA6', 'UQCRQ', 'NDUFS2', 'NDUFB6', 'NDUFC1', 'UQCRB', 'NDUFB2', 'NDUFS5', 'COX7C', 'NDUFA9', 'NDUFB11', 'NDUFB4', 'NDUFS8']",0.13076923076923078,1.2401478060236561e-05,78,Respiratory chain complex
240,41,CL:11077,"['NDUFB9', 'CYC1', 'NDUFA6', 'COX6C', 'NDUFA8', 'UQCRQ', 'NDUFS2', 'NDUFB6', 'NDUFC1', 'UQCRB', 'NDUFB2', 'NDUFS5', 'COX7C', 'NDUFB11', 'NDUFA9', 'NDUFB4', 'NDUFS8']",0.13076923076923078,4.727077130751856e-06,73,Respiratory chain complex
241,41,CL:11237,"['ECSIT', 'TIMMDC1', 'ACAD9']",0.023076923076923078,0.002975249719386882,5,"mixed, incl. Transmembrane protein 126, and medium-chain-acyl-CoA dehydrogenase activity"
242,41,CL:11070,"['NDUFB9', 'CYC1', 'NDUFAF6', 'NDUFB2', 'TIMMDC1', 'NUBPL', 'ACAD9', 'NDUFA6', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX6C', 'NDUFS2', 'NDUFAF3', 'ECSIT', 'NDUFA8', 'NDUFB6', 'NDUFA9', 'NDUFB4', 'NDUFS8']",0.18461538461538463,1.046467552452958e-08,97,"Respiratory chain complex, and Complex I biogenesis"
243,41,CL:11080,"['NDUFB9', 'NDUFA6', 'NDUFA8', 'NDUFS2', 'NDUFB6', 'NDUFC1', 'NDUFB2', 'NDUFS5', 'NDUFA9', 'NDUFB11', 'NDUFB4', 'NDUFS8']",0.09230769230769231,2.3317943055583546e-06,36,NADH dehydrogenase (ubiquinone) activity
244,41,CL:11114,"['NDUFB9', 'NDUFB6', 'NDUFS2']",0.023076923076923078,0.014257760024261787,8,NADH dehydrogenase (ubiquinone) activity
245,41,CL:11082,"['NDUFB9', 'NDUFA6', 'NDUFS2', 'NDUFB6', 'NDUFS5', 'NDUFA9', 'NDUFB11', 'NDUFS8']",0.06153846153846154,0.00012691836617389197,24,NADH dehydrogenase (ubiquinone) activity
246,41,CL:11083,"['NDUFA6', 'NDUFS5', 'NDUFA9', 'NDUFB11', 'NDUFS8']",0.038461538461538464,0.0035451832182761627,16,NADH dehydrogenase (ubiquinone) activity
247,41,CL:774,"['RBFA', 'METTL17', 'TFB1M', 'NOA1']",0.03076923076923077,0.0006669706092416287,7,"mixed, incl. K homology domain-like, alpha/beta, and Ribosomal RNA adenine dimethylase"
248,41,CL:739,"['MTG1', 'NSUN4', 'RCC1L', 'GTPBP10', 'NGRN', 'TRUB2']",0.046153846153846156,0.0009400009641671492,18,"rRNA modification in the mitochondrion, and Regulation of mitochondrial translation"
249,41,CL:741,"['MTG1', 'GTPBP10', 'NSUN4']",0.023076923076923078,0.027563166058774503,10,"rRNA modification in the mitochondrion, and OBG-type GTPase"
250,41,CL:742,"['MTG1', 'NSUN4']",0.015384615384615385,0.04186082466227027,5,"rRNA modification in the mitochondrion, and OBG-type GTPase"
251,41,CL:802,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'EARS2']",0.038461538461538464,0.0012388330114414174,13,"Aminoacyl-tRNA synthetase, class I, conserved site, and tRNA-binding domain"
252,41,CL:818,"['VARS2', 'WARS2']",0.015384615384615385,0.04186082466227027,5,"tRNA synthetases class I (W and Y), and Valine-tRNA ligase"
253,41,CL:801,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'EARS2', 'TARS2']",0.046153846153846156,0.0017472321083821243,20,Aminoacyl-tRNA synthetase
254,41,CL:11235,"['NDUFAF3', 'ECSIT', 'NDUFAF6', 'NDUFS7', 'TIMMDC1', 'ACAD9']",0.046153846153846156,6.640631164674318e-05,12,Mitochondrial complex I deficiency
255,41,CL:799,"['WARS2', 'LARS2', 'VARS2', 'PARS2', 'CARS2', 'EARS2', 'TARS2', 'SARS2']",0.06153846153846154,0.0011264260787502943,32,tRNA Aminoacylation
256,41,CL:797,"['FARS2', 'WARS2', 'GATB', 'LARS2', 'TARS2', 'VARS2', 'PARS2', 'QRSL1', 'CARS2', 'EARS2', 'NARS2', 'SARS2']",0.09230769230769231,1.431720063278981e-05,42,tRNA Aminoacylation
257,41,CL:867,"['QRSL1', 'NARS2', 'GATB']",0.023076923076923078,0.009384422954899085,7,"asparaginyl-tRNA aminoacylation, and glutamyl-tRNA(Gln) amidotransferase complex"
258,41,CL:1386,"['TWNK', 'TFAM', 'MTERF3', 'TEFM', 'RNASEH1', 'SSBP1', 'POLRMT']",0.05384615384615385,4.00462633439393e-06,12,"Mitochondrial transcription, and Ribonuclease H domain"
259,41,CL:1389,"['MTERF3', 'TEFM', 'POLRMT', 'TFAM']",0.03076923076923077,0.00030212748915644307,6,"Transcription from mitochondrial promoters, and Helix-hairpin-helix motif"
260,41,CL:1385,"['TWNK', 'TFAM', 'MTERF3', 'TEFM', 'DHX30', 'LRPPRC', 'FASTKD5', 'RNASEH1', 'SSBP1', 'POLRMT', 'GRSF1']",0.08461538461538462,2.3934351539423305e-08,21,"mixed, incl. Mitochondrial transcription, and RAP domain"
261,41,CL:1410,"['DHX30', 'GRSF1', 'LRPPRC']",0.023076923076923078,0.002975249719386882,5,"Regulation of mitochondrial RNA catabolic process, and Mitochondrial large ribosomal subunit assembly"
262,41,CL:1384,"['TWNK', 'TFAM', 'MTERF3', 'TEFM', 'DHX30', 'LRPPRC', 'FASTKD5', 'RNASEH1', 'SSBP1', 'POLRMT', 'GRSF1']",0.08461538461538462,6.150419443752739e-07,27,"Mitochondrial RNA metabolic process, and Regulation of mitochondrial RNA catabolic process"
263,41,CL:795,"['FARS2', 'WARS2', 'GATB', 'LARS2', 'TARS2', 'VARS2', 'PARS2', 'QRSL1', 'CARS2', 'EARS2', 'NARS2', 'SARS2']",0.09230769230769231,6.268808592427648e-05,48,"tRNA Aminoacylation, and glutamyl-tRNA(Gln) amidotransferase complex"
264,41,CL:558,"['MTG1', 'METTL17', 'NSUN4', 'NOA1', 'MRRF', 'RCC1L', 'GTPBP10', 'RBFA', 'GADD45GIP1', 'NGRN', 'MTIF2', 'OXA1L', 'TRUB2', 'TFB1M']",0.1076923076923077,0.025052111693509533,115,"Organellar ribosome, and Regulation of mitochondrial gene expression"
265,41,CL:738,"['MTG1', 'METTL17', 'NSUN4', 'NOA1', 'GTPBP10', 'RCC1L', 'RBFA', 'NGRN', 'TFB1M', 'TRUB2']",0.07692307692307693,2.5379447292348384e-06,25,"rRNA modification in the mitochondrion, and Regulation of mitochondrial translation"
266,41,CL:11332,"['BCS1L', 'COA5', 'COX17', 'COX19', 'COX15', 'COA3', 'SCO2', 'SCO1']",0.06153846153846154,1.7590498391110587e-05,19,Respiratory chain complex IV assembly
267,41,CL:11069,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'NDUFB2', 'TIMMDC1', 'NUBPL', 'ACAD9', 'NDUFA6', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX6C', 'ATP5PO', 'NDUFS2', 'NDUFAF3', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'ATP5F1A', 'NDUFA9', 'NDUFB4', 'NDUFS8']",0.2230769230769231,5.088421224230849e-10,121,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
268,41,CL:11249,"['NDUFAF6', 'NDUFS7', 'NDUFAF3']",0.023076923076923078,0.002975249719386882,5,"mixed, incl. MTH938-like superfamily, and Squalene/phytoene synthase"
269,41,CL:11270,"['ATP5PO', 'ATP5MF', 'ATP5F1A', 'ATP5ME']",0.03076923076923077,0.0021500034466950695,9,Formation of ATP by chemiosmotic coupling
270,41,CL:11068,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'NDUFB2', 'TIMMDC1', 'NUBPL', 'ACAD9', 'NDUFA6', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX6C', 'ATP5PO', 'NDUFS2', 'NDUFAF3', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'ATP5F1A', 'NDUFA9', 'NDUFB4', 'NDUFS8']",0.2230769230769231,1.4497854341093385e-09,126,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Proton-transporting ATP synthase complex"
271,41,CL:11066,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'NDUFB2', 'TIMMDC1', 'NUBPL', 'ACAD9', 'NDUFA6', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX6C', 'ATP5PO', 'NDUFS2', 'NDUFAF3', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'ATP5F1A', 'NDUFA9', 'NDUFB4', 'NDUFS8']",0.2230769230769231,4.710414224613468e-09,132,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV"
272,41,CL:11336,"['SCO2', 'COX15']",0.015384615384615385,0.04186082466227027,5,"Heme a metabolic process, and NARP syndrome"
273,41,CL:11334,"['BCS1L', 'COA5', 'COX17', 'COX19', 'COX15', 'SCO2', 'SCO1']",0.05384615384615385,4.00462633439393e-06,12,Respiratory chain complex IV assembly
274,41,CL:11347,"['COX19', 'COX17', 'SCO1']",0.023076923076923078,0.002975249719386882,5,"Cysteine alpha-hairpin motif superfamily, and Copper chaperone SCO1/SenC"
