,target,effect_size,standard_error,num,neg|goodsgrna,pos|goodsgrna,pvalue,phenotype,perturbation_type,goodsgrna
43701,RMDN3,-0.070035,0.17302035905404609,12,5,3,0.34282,Prim.CRi.CD4.IL2,CRISPRi,8
43702,C1orf74,0.13146,0.1948029010939067,12,2,4,0.24989,Prim.CRi.CD4.IL2,CRISPRi,6
43703,RAB9A,-0.14619,0.3611600812466766,12,5,3,0.34282,Prim.CRi.CD4.IL2,CRISPRi,8
43704,TCL1A,0.052533,0.03886876788095841,12,2,2,0.91174,Prim.CRi.CD4.IL2,CRISPRi,4
43705,UCP3,-0.13103,0.3237075411844315,12,4,2,0.34282,Prim.CRi.CD4.IL2,CRISPRi,6
43706,EEF1G,0.11917,0.19708354723466542,12,1,3,0.2727,Prim.CRi.CD4.IL2,CRISPRi,4
43707,HERC4,0.059392,0.1159187921837231,12,3,2,0.6958,Prim.CRi.CD4.IL2,CRISPRi,5
43708,TSPAN2,-0.014339,0.03542427255623569,12,4,3,0.34282,Prim.CRi.CD4.IL2,CRISPRi,7
43709,SCAMP4,0.097496,0.076642181955269,12,3,6,0.10167,Prim.CRi.CD4.IL2,CRISPRi,9
43710,FCGR1A,-0.13266,0.32773443038637473,12,5,3,0.34282,Prim.CRi.CD4.IL2,CRISPRi,8
43711,PCDH15,-0.16463,0.40671580939626767,12,5,1,0.34282,Prim.CRi.CD4.IL2,CRISPRi,6
43712,USP41,-0.05362,0.13246736135472195,12,5,0,0.34282,Prim.CRi.CD4.IL2,CRISPRi,5
43713,PNKP,0.078528,0.06647824498842439,12,4,6,0.11875,Prim.CRi.CD4.IL2,CRISPRi,10
43714,TMEM203,-0.097824,0.24220977134183036,12,4,5,0.34315,Prim.CRi.CD4.IL2,CRISPRi,9
43715,SFPQ,-0.10643,0.26351801157089266,12,4,2,0.34315,Prim.CRi.CD4.IL2,CRISPRi,6
43716,SH3PXD2A,-0.065719,0.16271859628326127,12,5,2,0.34315,Prim.CRi.CD4.IL2,CRISPRi,7
43717,COQ10B,-0.11249,0.2785224196336533,12,3,3,0.34315,Prim.CRi.CD4.IL2,CRISPRi,6
43718,SERPING1,0.029176,2.8668322788823097,12,3,4,0.50406,Prim.CRi.CD4.IL2,CRISPRi,7
43719,F8A1,0.10713,0.22897553117138641,12,4,4,0.31994,Prim.CRi.CD4.IL2,CRISPRi,8
43720,SPPL2B,0.014706,0.02912581447695439,12,4,4,0.30681,Prim.CRi.CD4.IL2,CRISPRi,8
43721,ALDH8A1,0.1583,0.17279253328108332,12,3,5,0.1798,Prim.CRi.CD4.IL2,CRISPRi,8
43722,SPA17,-0.10287,0.2547035408277528,12,5,2,0.34315,Prim.CRi.CD4.IL2,CRISPRi,7
43723,SHQ1,0.0075939,0.19629113727717784,12,4,3,0.48457,Prim.CRi.CD4.IL2,CRISPRi,7
43724,BTD,-0.1237,0.3073747664143229,12,5,1,0.34368,Prim.CRi.CD4.IL2,CRISPRi,6
43725,CENPA,-0.086988,0.2164436405265957,12,5,1,0.34388,Prim.CRi.CD4.IL2,CRISPRi,6
43726,NFAM1,0.05848,0.7460395103038662,12,4,4,0.46876,Prim.CRi.CD4.IL2,CRISPRi,8
43727,CNBD1,-0.093417,0.23244028563793848,12,4,2,0.34388,Prim.CRi.CD4.IL2,CRISPRi,6
43728,GZMK,-0.072568,0.1805637801275348,12,5,3,0.34388,Prim.CRi.CD4.IL2,CRISPRi,8
43729,FGFR3,0.036341,0.09275203545543366,12,4,3,0.3476,Prim.CRi.CD4.IL2,CRISPRi,7
43730,ATF7IP,0.13366,2.3456771070081697,12,2,3,0.52272,Prim.CRi.CD4.IL2,CRISPRi,5
43731,MEIS2,-0.13891,0.3461040120346171,12,5,2,0.34408,Prim.CRi.CD4.IL2,CRISPRi,7
43732,ZNF101,0.052658,0.02498870454721717,12,3,3,0.017547,Prim.CRi.CD4.IL2,CRISPRi,6
43733,ZDHHC12,-0.14874,0.3710985055479937,12,4,1,0.34428,Prim.CRi.CD4.IL2,CRISPRi,5
43734,GRWD1,0.05661,0.13168667710711696,12,2,3,0.33364,Prim.CRi.CD4.IL2,CRISPRi,5
43735,SH3BP4,0.05628,0.04794325626618437,12,4,5,0.12022,Prim.CRi.CD4.IL2,CRISPRi,9
43736,WNT16,-0.15254,0.3805793064158327,12,5,2,0.34428,Prim.CRi.CD4.IL2,CRISPRi,7
43737,SUN2,0.091062,0.1380073202755588,12,4,5,0.25468,Prim.CRi.CD4.IL2,CRISPRi,9
43738,FAM177B,-0.052095,0.12997429505528257,12,5,4,0.34428,Prim.CRi.CD4.IL2,CRISPRi,9
43739,PDPN,-0.22394,0.5613806754831466,12,5,2,0.34498,Prim.CRi.CD4.IL2,CRISPRi,7
43740,ADIG,-0.12438,0.31180016261763766,12,5,1,0.34498,Prim.CRi.CD4.IL2,CRISPRi,6
43741,ANXA7,-0.026024,0.06533566865083883,12,3,2,0.3452,Prim.CRi.CD4.IL2,CRISPRi,5
43742,FAM209B,-0.082289,0.20725763712715814,12,3,1,0.34567,Prim.CRi.CD4.IL2,CRISPRi,4
43743,TRIM49B,-0.16323,0.4111201267273392,12,4,2,0.34567,Prim.CRi.CD4.IL2,CRISPRi,6
43744,OR7C2,-0.083211,0.2102259127372623,12,4,4,0.34612,Prim.CRi.CD4.IL2,CRISPRi,8
43745,ZNF862,0.073554,0.060409521404779495,12,4,6,0.11169,Prim.CRi.CD4.IL2,CRISPRi,10
43747,PBX4,0.091019,0.2696435122154763,12,3,5,0.36785,Prim.CRi.CD4.IL2,CRISPRi,8
43748,C10orf25,-0.046918,0.11906442022682559,12,5,4,0.34677,Prim.CRi.CD4.IL2,CRISPRi,9
43749,CXCR5,-0.11218,0.2846806483875121,12,5,4,0.34677,Prim.CRi.CD4.IL2,CRISPRi,9
43750,ARPC2,-0.11606,0.2945269749675045,12,5,2,0.34677,Prim.CRi.CD4.IL2,CRISPRi,7
43751,DHX57,0.18848,0.10482795125569556,12,3,6,0.036089,Prim.CRi.CD4.IL2,CRISPRi,9
43752,C10orf35,-0.04819,0.12284959746647175,12,3,2,0.34743,Prim.CRi.CD4.IL2,CRISPRi,5
43753,DDAH1,0.0046899,0.035705903399489855,12,1,4,0.44775,Prim.CRi.CD4.IL2,CRISPRi,5
43754,PGK2,-0.17022,0.43495810953556163,12,5,3,0.34777,Prim.CRi.CD4.IL2,CRISPRi,8
43755,METRNL,0.17101,3.0868373838574446,12,3,4,0.47791,Prim.CRi.CD4.IL2,CRISPRi,7
43756,KRTAP21-2,-0.003427,0.008756911299367698,12,5,4,0.34777,Prim.CRi.CD4.IL2,CRISPRi,9
43757,GATA3,-0.036215,0.09253911371654543,12,5,2,0.34777,Prim.CRi.CD4.IL2,CRISPRi,7
43758,DNAJB6,-0.053269,0.13611669331952667,12,3,4,0.34777,Prim.CRi.CD4.IL2,CRISPRi,7
43759,MKRN1,0.20913,0.14274481108644826,12,5,6,0.071452,Prim.CRi.CD4.IL2,CRISPRi,11
43760,SEBOX,-0.13121,0.3357877797212341,12,5,3,0.34799,Prim.CRi.CD4.IL2,CRISPRi,8
43761,SH2D6,-0.11215,0.28701013257934915,12,5,3,0.34799,Prim.CRi.CD4.IL2,CRISPRi,8
43762,SPNS1,0.1084,0.07854616856254444,12,5,6,0.083781,Prim.CRi.CD4.IL2,CRISPRi,11
43763,DCLRE1C,-0.14046,0.3600333104719591,12,4,2,0.34822,Prim.CRi.CD4.IL2,CRISPRi,6
43764,ACSM4,0.09115,2.0572549488575786,12,4,3,0.51767,Prim.CRi.CD4.IL2,CRISPRi,7
43765,SLITRK2,-0.14469,0.3708758343456341,12,4,2,0.34822,Prim.CRi.CD4.IL2,CRISPRi,6
43766,C8orf37,0.018323,0.009465808180836572,12,2,5,0.026452,Prim.CRi.CD4.IL2,CRISPRi,7
43767,DZIP1,0.088555,0.5357729270370629,12,5,4,0.43436,Prim.CRi.CD4.IL2,CRISPRi,9
43768,C1QTNF8,-0.13613,0.3489344621568261,12,4,2,0.34822,Prim.CRi.CD4.IL2,CRISPRi,6
43769,VCPIP1,-0.093745,0.24029134764483698,12,4,1,0.34822,Prim.CRi.CD4.IL2,CRISPRi,5
43770,REEP2,0.05926,1.7560797407851474,12,1,3,0.51346,Prim.CRi.CD4.IL2,CRISPRi,4
43771,ETV7,-0.12196,0.3126132888022222,12,5,2,0.34822,Prim.CRi.CD4.IL2,CRISPRi,7
43772,MED31,0.19738,0.09208466392366688,12,4,5,0.016038,Prim.CRi.CD4.IL2,CRISPRi,9
43773,BPI,-0.025393,0.06523316769257331,12,2,3,0.34854,Prim.CRi.CD4.IL2,CRISPRi,5
43774,PTGIS,-0.0023288,0.00598255428356101,12,2,3,0.34854,Prim.CRi.CD4.IL2,CRISPRi,5
43775,IL12A,-0.037198,0.095559538921291,12,5,3,0.34854,Prim.CRi.CD4.IL2,CRISPRi,8
43776,WIPF2,-0.016892,0.0433945838878017,12,3,4,0.34854,Prim.CRi.CD4.IL2,CRISPRi,7
43777,KCNK9,-0.18779,0.4824217918713167,12,4,1,0.34854,Prim.CRi.CD4.IL2,CRISPRi,5
43778,DPH7,0.031176,0.05802338718958255,12,3,5,0.29553,Prim.CRi.CD4.IL2,CRISPRi,8
43779,PTPRS,0.32732,0.14362750781304814,12,2,7,0.011335,Prim.CRi.CD4.IL2,CRISPRi,9
43780,ZNF470,0.12759,0.3947972015805366,12,2,5,0.37328,Prim.CRi.CD4.IL2,CRISPRi,7
43781,LMO7DN,0.052767,0.21987401436425674,12,5,4,0.40517,Prim.CRi.CD4.IL2,CRISPRi,9
43782,DMTF1,-0.037994,0.09911037897167384,12,5,3,0.35073,Prim.CRi.CD4.IL2,CRISPRi,8
43783,C2orf48,-0.13193,0.3441499262444841,12,4,3,0.35073,Prim.CRi.CD4.IL2,CRISPRi,7
43784,VIM,-0.11014,0.28730897352056,12,5,2,0.35073,Prim.CRi.CD4.IL2,CRISPRi,7
43785,MRI1,-0.12702,0.3313417996784232,12,5,1,0.35073,Prim.CRi.CD4.IL2,CRISPRi,6
43786,ZNF680,0.058482,0.18213421177289602,12,3,2,0.62593,Prim.CRi.CD4.IL2,CRISPRi,5
43787,MTG1,0.062649,0.04167112217987699,12,3,5,0.066366,Prim.CRi.CD4.IL2,CRISPRi,8
43788,AMER3,-0.16606,0.4331807530672253,12,5,2,0.35073,Prim.CRi.CD4.IL2,CRISPRi,7
43789,AKT1S1,-0.10299,0.26865762831743667,12,4,3,0.35073,Prim.CRi.CD4.IL2,CRISPRi,7
43790,MFF,0.040787,0.13242400682155103,12,4,3,0.62096,Prim.CRi.CD4.IL2,CRISPRi,7
43791,CPOX,-0.10884,0.28391781984726483,12,4,3,0.35073,Prim.CRi.CD4.IL2,CRISPRi,7
43792,POLD4,-0.1507,0.3931406344321742,12,5,2,0.35074,Prim.CRi.CD4.IL2,CRISPRi,7
43793,ADAM10,-0.1404,0.36627037209208524,12,5,0,0.35074,Prim.CRi.CD4.IL2,CRISPRi,5
43794,NFE2L3,-0.20665,0.5391009429688706,12,5,3,0.35074,Prim.CRi.CD4.IL2,CRISPRi,8
43795,UNC13A,-0.091588,0.2389314162334039,12,3,2,0.35074,Prim.CRi.CD4.IL2,CRISPRi,5
43796,TBPL1,-0.080498,0.21000023085946354,12,4,4,0.35074,Prim.CRi.CD4.IL2,CRISPRi,8
43797,CAPN1,-0.14558,0.37978376616214937,12,5,2,0.35074,Prim.CRi.CD4.IL2,CRISPRi,7
43798,RASL11A,-0.020673,0.053987952741425496,12,4,5,0.35089,Prim.CRi.CD4.IL2,CRISPRi,9
43799,THOC2,0.24104,0.09101232575455748,12,2,8,0.0040433,Prim.CRi.CD4.IL2,CRISPRi,10
43800,DPM2,0.10891,0.2585295214122365,12,4,3,0.66322,Prim.CRi.CD4.IL2,CRISPRi,7
43801,GAR1,0.070998,7.8896160850148025,12,3,4,0.49641,Prim.CRi.CD4.IL2,CRISPRi,7
43802,EPS15,-0.048855,0.1301584323637976,12,5,2,0.3537,Prim.CRi.CD4.IL2,CRISPRi,7
43803,LOC100505841,-0.16371,0.43615263457736775,12,5,2,0.3537,Prim.CRi.CD4.IL2,CRISPRi,7
43804,ANXA11,-0.13332,0.3557234752247608,12,5,4,0.35391,Prim.CRi.CD4.IL2,CRISPRi,9
43805,CHRNE,-0.037752,0.10124518606112062,12,5,4,0.35462,Prim.CRi.CD4.IL2,CRISPRi,9
43806,FAM3B,0.23252,0.10165063647267521,12,1,6,0.011085,Prim.CRi.CD4.IL2,CRISPRi,7
43807,MYCT1,-0.16338,0.4381605874832032,12,4,0,0.35462,Prim.CRi.CD4.IL2,CRISPRi,4
43808,RNF122,-0.06069,0.1627614521627837,12,4,3,0.35462,Prim.CRi.CD4.IL2,CRISPRi,7
43809,GLRA1,-0.13375,0.35869738386509015,12,4,4,0.35462,Prim.CRi.CD4.IL2,CRISPRi,8
43810,TMEM202,-0.057544,0.15432435332435698,12,3,3,0.35462,Prim.CRi.CD4.IL2,CRISPRi,6
43811,CNTN6,-0.026791,0.07184943260657667,12,5,2,0.35462,Prim.CRi.CD4.IL2,CRISPRi,7
43812,TSNAXIP1,-0.060519,0.1623028558813562,12,5,2,0.35462,Prim.CRi.CD4.IL2,CRISPRi,7
43813,OR13J1,-0.064619,0.17329843923722063,12,4,3,0.35462,Prim.CRi.CD4.IL2,CRISPRi,7
43814,HBZ,-0.13697,0.3673329395738423,12,4,0,0.35462,Prim.CRi.CD4.IL2,CRISPRi,4
43815,CHTOP,0.055405,0.11477850344341867,12,4,4,0.31465,Prim.CRi.CD4.IL2,CRISPRi,8
43816,FHL3,0.19813,0.2763980980672772,12,2,4,0.23674,Prim.CRi.CD4.IL2,CRISPRi,6
43817,DMBT1,-0.05177,0.1414972668017322,12,3,3,0.35723,Prim.CRi.CD4.IL2,CRISPRi,6
43818,ZC3H8,0.19428,0.1356916371225635,12,2,6,0.076104,Prim.CRi.CD4.IL2,CRISPRi,8
43819,SIM2,0.051259,0.03496413576935582,12,4,4,0.071318,Prim.CRi.CD4.IL2,CRISPRi,8
43820,ASPN,0.093868,0.47926148982620287,12,4,3,0.57764,Prim.CRi.CD4.IL2,CRISPRi,7
43821,FADS6,-0.00066401,0.0018148657548583773,12,3,2,0.35723,Prim.CRi.CD4.IL2,CRISPRi,5
43822,TAF1,-0.15073,0.4119737883914447,12,4,0,0.35723,Prim.CRi.CD4.IL2,CRISPRi,4
43823,ATXN1,-0.079475,0.21722030672334686,12,3,4,0.35723,Prim.CRi.CD4.IL2,CRISPRi,7
43824,PILRB,0.1817,0.14441918140525858,12,4,6,0.10417,Prim.CRi.CD4.IL2,CRISPRi,10
43825,ZNF25,-0.1683,0.45999594364944035,12,5,3,0.35723,Prim.CRi.CD4.IL2,CRISPRi,8
43826,UQCRH,-0.086033,0.23514456934041772,12,2,2,0.35723,Prim.CRi.CD4.IL2,CRISPRi,4
43827,DNAAF1,0.021683,0.04198002909036538,12,5,4,0.30275,Prim.CRi.CD4.IL2,CRISPRi,9
43828,IFITM10,-0.11974,0.32727221801891854,12,4,3,0.35723,Prim.CRi.CD4.IL2,CRISPRi,7
43829,FAM3A,-0.064685,0.17679642076627483,12,5,3,0.35723,Prim.CRi.CD4.IL2,CRISPRi,8
43830,SUPV3L1,-0.1614,0.4411369299169321,12,5,1,0.35723,Prim.CRi.CD4.IL2,CRISPRi,6
43831,FMO4,-0.04172,0.114422559216859,12,3,2,0.3577,Prim.CRi.CD4.IL2,CRISPRi,5
43832,MEIG1,0.07482,0.14765081977649802,12,4,3,0.30617,Prim.CRi.CD4.IL2,CRISPRi,7
43833,PAPOLB,0.080265,0.09077540265820845,12,5,4,0.18829,Prim.CRi.CD4.IL2,CRISPRi,9
43834,CCDC25,-0.085731,0.23512848571957187,12,5,1,0.3577,Prim.CRi.CD4.IL2,CRISPRi,6
43835,IL1R1,-0.018561,0.05090597127574592,12,4,5,0.3577,Prim.CRi.CD4.IL2,CRISPRi,9
43836,DEFA5,-0.074923,0.20548613145265404,12,4,0,0.3577,Prim.CRi.CD4.IL2,CRISPRi,4
43837,GRAMD1B,-0.050853,0.13947100680380947,12,5,1,0.3577,Prim.CRi.CD4.IL2,CRISPRi,6
43838,C16orf71,0.053799,0.4849161642895576,12,4,3,0.54417,Prim.CRi.CD4.IL2,CRISPRi,7
43839,PCDHGB2,-0.034897,0.09570958890198293,12,3,0,0.3577,Prim.CRi.CD4.IL2,CRISPRi,3
43840,TBCA,-0.11693,0.32069582572452837,12,4,3,0.3577,Prim.CRi.CD4.IL2,CRISPRi,7
43841,DNAJC22,-0.082586,0.22650291168464806,12,3,4,0.3577,Prim.CRi.CD4.IL2,CRISPRi,7
43842,HBS1L,-0.21631,0.5932584799664135,12,5,2,0.3577,Prim.CRi.CD4.IL2,CRISPRi,7
43843,CILP2,-0.0062959,0.01726732959188453,12,3,2,0.3577,Prim.CRi.CD4.IL2,CRISPRi,5
43844,WDR63,-0.0050147,0.01375347094210889,12,4,2,0.3577,Prim.CRi.CD4.IL2,CRISPRi,6
43845,CLEC17A,-0.066094,0.18127144364523198,12,5,3,0.3577,Prim.CRi.CD4.IL2,CRISPRi,8
43846,DES,-0.21767,0.598307040332936,12,5,3,0.358,Prim.CRi.CD4.IL2,CRISPRi,8
43847,ZNF761,-0.079377,0.21818265236600115,12,3,3,0.358,Prim.CRi.CD4.IL2,CRISPRi,6
43848,C11orf91,-0.086353,0.23735750380792037,12,5,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,7
43849,TACR1,-0.0897,0.24655736444096277,12,5,4,0.358,Prim.CRi.CD4.IL2,CRISPRi,9
43850,LTA4H,-0.065083,0.17889289799232086,12,4,5,0.358,Prim.CRi.CD4.IL2,CRISPRi,9
43851,BTBD2,-0.13776,0.3786593369608364,12,3,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,5
43852,PRDM7,0.003759,0.006590684222767986,12,4,3,0.71578,Prim.CRi.CD4.IL2,CRISPRi,7
43853,CSF1,0.096343,0.07917387610580398,12,4,5,0.11183,Prim.CRi.CD4.IL2,CRISPRi,9
43854,ARHGEF25,-0.032402,0.08906300694109337,12,2,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,4
43855,PCDHB10,0.012901,0.026344229413668957,12,4,5,0.31217,Prim.CRi.CD4.IL2,CRISPRi,9
43856,ADAM19,-0.042352,0.11641245818064276,12,5,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,7
43857,HSPA4,-0.084175,0.23137086010945418,12,3,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,5
43858,DDHD1,-0.10078,0.27701283376098357,12,5,2,0.358,Prim.CRi.CD4.IL2,CRISPRi,7
43859,IDE,-0.069796,0.19230038465465668,12,5,3,0.35832,Prim.CRi.CD4.IL2,CRISPRi,8
43860,FRMPD4,-0.055871,0.153934534801999,12,5,4,0.35832,Prim.CRi.CD4.IL2,CRISPRi,9
43861,OR2B6,0.063341,0.12263326212299189,12,3,3,0.30275,Prim.CRi.CD4.IL2,CRISPRi,6
43862,DCDC2B,-0.032603,0.089827059443174,12,4,4,0.35832,Prim.CRi.CD4.IL2,CRISPRi,8
43863,TCEB3C,0.005191,0.04854319508975952,12,3,4,0.45742,Prim.CRi.CD4.IL2,CRISPRi,7
43864,IFNA5,-0.1697,0.46755366032287293,12,5,1,0.35832,Prim.CRi.CD4.IL2,CRISPRi,6
43865,TSHZ2,-0.011115,0.030623800438943624,12,2,5,0.35832,Prim.CRi.CD4.IL2,CRISPRi,7
43867,C3orf80,-0.18054,0.497419786886809,12,5,2,0.35832,Prim.CRi.CD4.IL2,CRISPRi,7
43868,DEFB127,-0.03419,0.09419952649639968,12,2,4,0.35832,Prim.CRi.CD4.IL2,CRISPRi,6
43869,ELANE,-0.12733,0.3508167800171562,12,5,1,0.35832,Prim.CRi.CD4.IL2,CRISPRi,6
43870,T,-0.075917,0.20990787101393021,12,5,4,0.3588,Prim.CRi.CD4.IL2,CRISPRi,9
43871,YIPF2,0.14497,0.23506648746813605,12,1,3,0.73129,Prim.CRi.CD4.IL2,CRISPRi,4
43872,TMPRSS9,-0.16804,0.46534776616338674,12,5,2,0.35901,Prim.CRi.CD4.IL2,CRISPRi,7
43873,BTN2A2,-0.023186,0.0643082928843903,12,3,1,0.35922,Prim.CRi.CD4.IL2,CRISPRi,4
43874,ZNF468,0.013611,0.028708402902511827,12,2,5,0.31771,Prim.CRi.CD4.IL2,CRISPRi,7
43875,MANSC4,-0.1393,0.3863600965580769,12,5,1,0.35922,Prim.CRi.CD4.IL2,CRISPRi,6
43876,SPPL3,-0.042694,0.11841534789986026,12,4,4,0.35922,Prim.CRi.CD4.IL2,CRISPRi,8
43877,MTMR7,0.041902,0.10099463635449202,12,3,4,0.33911,Prim.CRi.CD4.IL2,CRISPRi,7
43878,SMIM12,-0.055867,0.15495175530804078,12,5,2,0.35922,Prim.CRi.CD4.IL2,CRISPRi,7
43879,RS1,-0.10004,0.27746923230201015,12,5,3,0.35922,Prim.CRi.CD4.IL2,CRISPRi,8
43880,CCDC167,-0.095272,0.2642447890831378,12,5,2,0.35922,Prim.CRi.CD4.IL2,CRISPRi,7
43881,SLC10A6,-0.076784,0.21296678861532933,12,4,1,0.35922,Prim.CRi.CD4.IL2,CRISPRi,5
43882,MARC2,-0.055518,0.15398377487947817,12,4,4,0.35922,Prim.CRi.CD4.IL2,CRISPRi,8
43883,MOB3B,0.039726,0.04233385742311298,12,3,2,0.82598,Prim.CRi.CD4.IL2,CRISPRi,5
43884,PCDH18,-0.10714,0.29716167082004563,12,5,0,0.35922,Prim.CRi.CD4.IL2,CRISPRi,5
43885,IGSF9B,-0.066669,0.1849119976843534,12,3,3,0.35922,Prim.CRi.CD4.IL2,CRISPRi,6
43886,RTN4RL1,-0.14929,0.41406818962781977,12,5,2,0.35922,Prim.CRi.CD4.IL2,CRISPRi,7
43887,TNS1,-0.033946,0.0941590306162351,12,5,5,0.35923,Prim.CRi.CD4.IL2,CRISPRi,10
43888,KBTBD6,0.0011357,0.0018646551457648106,12,5,3,0.72876,Prim.CRi.CD4.IL2,CRISPRi,8
43889,IQUB,-0.011536,0.031998426241350617,12,5,3,0.35923,Prim.CRi.CD4.IL2,CRISPRi,8
43890,ZNF217,0.015504,2.1551037503088635,12,2,2,0.49713,Prim.CRi.CD4.IL2,CRISPRi,4
43891,HERPUD1,-0.021286,0.0590428658957515,12,3,3,0.35923,Prim.CRi.CD4.IL2,CRISPRi,6
43892,ZNF823,-0.0016583,0.004599773772194151,12,2,4,0.35923,Prim.CRi.CD4.IL2,CRISPRi,6
43893,OR10AG1,-0.097639,0.27082995317087666,12,4,4,0.35923,Prim.CRi.CD4.IL2,CRISPRi,8
43894,CAMKV,-0.084374,0.23403564629747897,12,5,2,0.35923,Prim.CRi.CD4.IL2,CRISPRi,7
43895,SLC38A6,-0.039969,0.11086555985094858,12,5,4,0.35923,Prim.CRi.CD4.IL2,CRISPRi,9
43896,TRIM50,0.11076,0.6618732500823195,12,3,4,0.43355,Prim.CRi.CD4.IL2,CRISPRi,7
43897,KIAA2026,0.18493,0.39768524252059445,12,3,5,0.32096,Prim.CRi.CD4.IL2,CRISPRi,8
43898,TTYH3,-0.093229,0.25859754508104,12,5,4,0.35923,Prim.CRi.CD4.IL2,CRISPRi,9
43899,ATP5S,-0.10134,0.28159713528632435,12,4,3,0.35947,Prim.CRi.CD4.IL2,CRISPRi,7
43900,ZBTB41,0.037078,0.14070985299939529,12,3,5,0.39608,Prim.CRi.CD4.IL2,CRISPRi,8
43901,ARL6IP5,-0.030023,0.08357503781623721,12,5,2,0.35971,Prim.CRi.CD4.IL2,CRISPRi,7
43902,NHLRC3,-0.11621,0.32349382622072825,12,4,3,0.35971,Prim.CRi.CD4.IL2,CRISPRi,7
43903,CT55,-0.031299,0.08712703955668681,12,3,3,0.35971,Prim.CRi.CD4.IL2,CRISPRi,6
43904,ERVFRD-1,-0.12427,0.3459304516345401,12,4,2,0.35971,Prim.CRi.CD4.IL2,CRISPRi,6
43905,CEACAM4,0.046934,0.03428027209385189,12,5,2,0.91452,Prim.CRi.CD4.IL2,CRISPRi,7
43906,PDGFRB,0.023962,0.02222017318619162,12,4,4,0.14043,Prim.CRi.CD4.IL2,CRISPRi,8
43907,PER3,-0.075142,0.20917281722638298,12,4,4,0.35971,Prim.CRi.CD4.IL2,CRISPRi,8
43908,PDZD8,-0.17946,0.49956287801025645,12,5,1,0.35971,Prim.CRi.CD4.IL2,CRISPRi,6
43909,DOT1L,-0.03407,0.09484067343034347,12,3,2,0.35971,Prim.CRi.CD4.IL2,CRISPRi,5
43910,ERAP2,0.02679,0.07366447948816682,12,2,3,0.64195,Prim.CRi.CD4.IL2,CRISPRi,5
43911,SSTR3,-0.14856,0.413546534922566,12,4,1,0.35971,Prim.CRi.CD4.IL2,CRISPRi,5
43912,POU5F2,-0.13242,0.3686176100864714,12,5,4,0.35971,Prim.CRi.CD4.IL2,CRISPRi,9
43913,ATCAY,-0.10379,0.2895667281921711,12,5,0,0.36001,Prim.CRi.CD4.IL2,CRISPRi,5
43914,CLCN4,0.03438,0.12646839999265927,12,3,5,0.39287,Prim.CRi.CD4.IL2,CRISPRi,8
43915,EHF,-0.015016,0.041893573470793345,12,4,2,0.36001,Prim.CRi.CD4.IL2,CRISPRi,6
43916,SLC16A8,-0.18427,0.5159466173229899,12,5,1,0.36049,Prim.CRi.CD4.IL2,CRISPRi,6
43917,PGLYRP3,0.027622,0.020174919584445755,12,2,2,0.91452,Prim.CRi.CD4.IL2,CRISPRi,4
43918,KIF21A,-0.013673,0.03828370379691345,12,2,2,0.36049,Prim.CRi.CD4.IL2,CRISPRi,4
43919,METTL11B,-0.15408,0.4314161545402197,12,5,3,0.36049,Prim.CRi.CD4.IL2,CRISPRi,8
43920,UGT3A2,0.043376,0.1511136633311276,12,4,4,0.61296,Prim.CRi.CD4.IL2,CRISPRi,8
43921,POTEH,0.037266,0.10638570442982888,12,4,5,0.36306,Prim.CRi.CD4.IL2,CRISPRi,9
43922,NKX2-1,-0.0021911,0.006134968433366274,12,3,2,0.36049,Prim.CRi.CD4.IL2,CRISPRi,5
43923,HHAT,-0.065105,0.18229068497755063,12,3,2,0.36049,Prim.CRi.CD4.IL2,CRISPRi,5
43924,TIGD3,-0.091913,0.2573517199653116,12,3,4,0.36049,Prim.CRi.CD4.IL2,CRISPRi,7
43925,PGS1,-0.14612,0.4097722201863109,12,5,1,0.3607,Prim.CRi.CD4.IL2,CRISPRi,6
43926,FAM57A,-0.014685,0.04118193986747861,12,5,2,0.3607,Prim.CRi.CD4.IL2,CRISPRi,7
43927,RSPH10B2,0.16408,0.18914594314813632,12,4,5,0.19284,Prim.CRi.CD4.IL2,CRISPRi,9
43928,ZNF415,-0.090576,0.25440734197242515,12,2,1,0.36091,Prim.CRi.CD4.IL2,CRISPRi,3
43929,CENPU,-0.0965,0.27104650790870677,12,5,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,9
43930,ZNF30,0.013888,0.009435711184556782,12,4,1,0.92947,Prim.CRi.CD4.IL2,CRISPRi,5
43931,PEX5L,0.0086309,0.03156189181743528,12,4,3,0.60775,Prim.CRi.CD4.IL2,CRISPRi,7
43932,KDELR1,-0.068933,0.1936170873541024,12,2,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,4
43933,SPRY2,-0.096576,0.2712599745885105,12,3,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,7
43934,CREB3L4,-0.0032899,0.00924057934060989,12,5,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,7
43935,OLFM2,-0.10381,0.2915786319793041,12,3,3,0.36091,Prim.CRi.CD4.IL2,CRISPRi,6
