,target_name,donor_correlation_mean,donor_correlation_min,target_contrast,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category
158,CHUK,0.1825951283454675,0.0390889483906765,ENSG00000213341,Stim8hr,145.0,21,14,35,-12.507065697138389,True,109.41715120533888,False,>10 DE genes,on-target KD
159,CHURC1,-0.16962057365916286,-0.3249712486260891,ENSG00000258289,Stim8hr,191.0,74,44,118,-14.849418265073384,True,143.43202650028374,False,>10 DE genes,on-target KD
160,CISD1,-0.004420694251953665,-0.1322614250117851,ENSG00000122873,Stim8hr,639.0,40,3,43,-23.445654833789103,True,110.20345297388003,True,>10 DE genes,on-target KD
161,CKAP2,0.35677701456960365,0.0336891077494675,ENSG00000136108,Stim8hr,442.0,42,3,45,-10.336108623497516,True,39.95732876440029,False,>10 DE genes,on-target KD
162,CLCC1,0.4020190590674379,0.287877783126556,ENSG00000121940,Stim8hr,1040.0,475,205,680,-16.635371928910605,True,32.907657260486786,False,>10 DE genes,on-target KD
163,CLDN7,0.39774952115407536,0.2743395320122537,ENSG00000181885,Stim8hr,629.0,142,142,284,0.0,False,,False,>10 DE genes,no on-target KD
164,CLDND2,0.5403917839628266,0.1890886496808799,ENSG00000160318,Stim8hr,255.0,28,16,44,-3.694250008267853,True,7.180843390256609,False,>10 DE genes,on-target KD
165,CMAS,0.49737405053865075,0.4598164668344479,ENSG00000111726,Stim8hr,171.0,29,33,62,-10.1874093299376,True,73.16574026164906,False,>10 DE genes,on-target KD
166,CMTR1,0.1753736269699572,0.001874295607222,ENSG00000137200,Stim8hr,276.0,138,57,195,-9.43609272385052,True,47.5237450358138,False,>10 DE genes,on-target KD
167,CNBP,0.5001900406020563,0.4374322465564532,ENSG00000169714,Stim8hr,1141.0,145,117,262,-42.20610871682854,True,325.85023597006733,False,>10 DE genes,on-target KD
168,CNIH4,0.46552723490312187,0.2791582356440373,ENSG00000143771,Stim8hr,285.0,34,9,43,-15.930678481263616,True,118.74637458149525,False,>10 DE genes,on-target KD
169,CNOT10,0.16839441110440434,0.1058480805705142,ENSG00000182973,Stim8hr,305.0,64,17,81,-5.690033641043884,True,43.02721194576642,False,>10 DE genes,on-target KD
170,CNOT11,0.31762755769943113,0.2761534889942187,ENSG00000158435,Stim8hr,158.0,506,155,661,-14.460955088774448,True,160.58453038812468,False,>10 DE genes,on-target KD
171,COA3,0.2484618710287776,0.0972511002567986,ENSG00000183978,Stim8hr,316.0,160,93,253,-12.637151415431909,True,64.10997888468502,False,>10 DE genes,on-target KD
172,COA5,0.5446505896872798,0.4226111709252641,ENSG00000183513,Stim8hr,403.0,184,119,303,-6.415017106881867,True,13.651219445250051,True,>10 DE genes,on-target KD
173,COA7,0.41380979955131575,0.367642295832312,ENSG00000162377,Stim8hr,457.0,115,85,200,-11.64324220067359,True,38.46300291236204,False,>10 DE genes,on-target KD
174,COG5,0.016422249819822266,-0.0554769047845645,ENSG00000164597,Stim8hr,152.0,437,143,580,-5.714607529212086,True,25.989454959971216,True,>10 DE genes,on-target KD
175,COG6,0.1546690721779984,0.0481346508545107,ENSG00000133103,Stim8hr,159.0,869,293,1162,-2.694523900483848,True,5.708721125635187,False,>10 DE genes,on-target KD
176,COL4A3BP,0.5097250909541671,0.4103457173696554,ENSG00000113163,Stim8hr,219.0,26,57,83,-12.29323681342424,True,78.218374959513,True,>10 DE genes,on-target KD
177,COMMD10,0.4349829188123198,0.1576911469250567,ENSG00000145781,Stim8hr,330.0,103,40,143,-11.76660254748936,True,47.67653163573642,False,>10 DE genes,on-target KD
178,COP1,0.3965757648214994,0.1826574825602419,ENSG00000143207,Stim8hr,525.0,161,52,213,-10.024904880494883,True,38.68573035964719,False,>10 DE genes,on-target KD
179,COPRS,-0.035117124248711634,-0.0759063058647186,ENSG00000172301,Stim8hr,831.0,152,30,182,-31.516138013575443,True,122.21396776847644,False,>10 DE genes,on-target KD
180,COPS9,0.6779198786651718,0.669649602648219,ENSG00000172428,Stim8hr,617.0,39,6,45,-14.38617255717458,True,40.46676353679139,False,>10 DE genes,on-target KD
181,COQ4,0.6804725609339952,0.6354612257599597,ENSG00000167113,Stim8hr,225.0,45,50,95,-9.762914877020908,True,58.90107248786059,True,>10 DE genes,on-target KD
182,COQ5,0.28605099428755393,0.142788148307396,ENSG00000110871,Stim8hr,274.0,22,17,39,-8.376323996796483,True,41.12435319671515,False,>10 DE genes,on-target KD
183,COQ6,0.5724916446746937,0.4420046793385682,ENSG00000119723,Stim8hr,347.0,145,84,229,-6.260147196808599,True,14.255841393492815,False,>10 DE genes,on-target KD
184,COX11,0.3924372709738703,0.2267776038639791,ENSG00000166260,Stim8hr,133.0,261,113,374,-5.021591086004295,True,26.166046719202864,True,>10 DE genes,on-target KD
185,COX15,0.6381027063316244,0.4159426424719005,ENSG00000014919,Stim8hr,704.0,46,52,98,-16.366802417765165,True,44.39572230579127,False,>10 DE genes,on-target KD
186,COX17,0.42526716678610493,0.3462051392011618,ENSG00000138495,Stim8hr,605.0,47,43,90,-17.11875289549958,True,74.2954569086993,False,>10 DE genes,on-target KD
187,COX4I1,0.272225113605062,0.234485600876828,ENSG00000131143,Stim8hr,131.0,346,138,484,-15.856365979245291,True,227.51270656937777,True,>10 DE genes,on-target KD
188,COX5A,0.1955478252857502,0.1268275780675457,ENSG00000178741,Stim8hr,128.0,355,123,478,0.0,False,,False,>10 DE genes,no on-target KD
189,COX6B1,0.6196215429621965,0.5904861805512026,ENSG00000126267,Stim8hr,336.0,60,71,131,-12.928019821768732,True,60.52180674464027,False,>10 DE genes,on-target KD
190,COX6C,0.366400318798521,0.3438764891783164,ENSG00000164919,Stim8hr,255.0,908,586,1494,-17.78242717547921,True,175.9131719266295,False,>10 DE genes,on-target KD
191,COX7C,-0.07096247579170974,-0.1017106638623852,ENSG00000127184,Stim8hr,307.0,22,13,35,-8.397019673843204,True,29.62691971902204,False,>10 DE genes,on-target KD
192,CREB1,0.5520532229424021,0.4977586065703017,ENSG00000118260,Stim8hr,726.0,182,254,436,-23.971545856976405,True,89.62553280753993,False,>10 DE genes,on-target KD
193,CREBBP,0.5830704728144158,0.5668447930588995,ENSG00000005339,Stim8hr,1150.0,1969,1000,2969,-23.397890150711373,True,58.52231225470506,False,>10 DE genes,on-target KD
194,CRLS1,0.8141686182167566,0.7898413960947387,ENSG00000088766,Stim8hr,386.0,45,5,50,-23.728083932837528,True,169.39605050481222,False,>10 DE genes,on-target KD
195,CRTAP,0.09211338579437117,-0.1271585655441116,ENSG00000170275,Stim8hr,433.0,134,27,161,-11.055804425404991,True,34.05476261029402,False,>10 DE genes,on-target KD
196,CRYZL1,-0.23602395028016013,-0.3186019601278846,ENSG00000205758,Stim8hr,565.0,587,149,736,-7.675741344761684,True,10.758077385160636,True,>10 DE genes,on-target KD
197,CSDE1,0.6024493041738052,0.4597206721314495,ENSG00000009307,Stim8hr,519.0,588,465,1053,-29.370138796098185,True,176.27110812191705,False,>10 DE genes,on-target KD
198,CSH1,0.2536298269619733,-0.033981095934973,ENSG00000136488,Stim8hr,630.0,47,18,65,0.0,False,,False,>10 DE genes,no on-target KD
199,CSNK2A1,0.5132683286710819,0.3737059779240319,ENSG00000101266,Stim8hr,492.0,61,78,139,-8.899585656709773,True,15.75346497736494,False,>10 DE genes,on-target KD
200,CTDSPL2,0.5493646746863349,0.4485339436535883,ENSG00000137770,Stim8hr,467.0,169,309,478,-11.965771850805591,True,32.6132227458273,False,>10 DE genes,on-target KD
201,CTPS1,0.4526060300017005,0.3564812544940135,ENSG00000171793,Stim8hr,315.0,544,348,892,-8.056806220548136,True,173.5328916532492,False,>10 DE genes,on-target KD
202,CTU1,0.5284598440816354,0.4787387241274324,ENSG00000142544,Stim8hr,255.0,184,113,297,-2.7791837175024443,True,3.4062531524238064,False,>10 DE genes,on-target KD
203,CTU2,0.4311246861955403,0.4146501655935238,ENSG00000174177,Stim8hr,500.0,357,405,762,-19.185719668196835,True,94.55227187249604,True,>10 DE genes,on-target KD
204,CUL3,0.4110340006731255,0.2651838487949631,ENSG00000036257,Stim8hr,266.0,425,160,585,-15.481459227834431,True,163.1348454910109,False,>10 DE genes,on-target KD
205,CWC27,0.6466224111036595,0.4214487022716096,ENSG00000153015,Stim8hr,904.0,32,46,78,-23.79700607421253,True,61.488125479624735,True,>10 DE genes,on-target KD
206,CXXC1,0.40816004440642734,0.3875176974900004,ENSG00000154832,Stim8hr,124.0,862,476,1338,-8.7742078689494,True,62.98569137143362,False,>10 DE genes,on-target KD
207,CXorf40A,-0.09938587977123108,-0.1559597471559984,ENSG00000197620,Stim8hr,1421.0,48,4,52,-10.14192215034999,True,15.011374047283969,False,>10 DE genes,on-target KD
208,CYB561D2,0.48982366104251157,0.2797610903362481,ENSG00000114395,Stim8hr,926.0,57,31,88,-17.396016703171238,True,31.70643903771155,False,>10 DE genes,on-target KD
209,CYB5R4,0.5751948755690496,0.5270821615983474,ENSG00000065615,Stim8hr,211.0,960,715,1675,-12.691617821811455,True,81.44453042694641,False,>10 DE genes,on-target KD
210,CYLD,0.05785261346565281,-0.1879324847170861,ENSG00000083799,Stim8hr,279.0,41,5,46,-6.278749047024912,True,251.493860244132,False,>10 DE genes,on-target KD
211,CYTH3,0.7861911635351131,0.5582704126490181,ENSG00000008256,Stim8hr,267.0,19,80,99,-1.7587359446435953,True,1.688082443488632,False,>10 DE genes,on-target KD
212,DAP,0.12747518636458718,0.0649919600604922,ENSG00000112977,Stim8hr,123.0,83,144,227,-10.295706934926702,True,104.49326046633642,False,>10 DE genes,on-target KD
213,DAXX,0.5475593228001343,0.4447046885825441,ENSG00000204209,Stim8hr,264.0,197,54,251,-16.365509962373768,True,111.16155079367624,False,>10 DE genes,on-target KD
214,DCAF11,-0.08060300922668984,-0.1388093641828036,ENSG00000100897,Stim8hr,538.0,123,14,137,-14.66201377951501,True,55.251670073018566,False,>10 DE genes,on-target KD
215,DCAF16,0.08516107183037992,0.0151385614501106,ENSG00000163257,Stim8hr,244.0,32,4,36,-7.607388020899107,True,26.50605814422646,False,>10 DE genes,on-target KD
216,DCAF5,0.41401038239444965,0.2633249527497935,ENSG00000139990,Stim8hr,752.0,49,18,67,-16.251343734902136,True,39.29377450264036,False,>10 DE genes,on-target KD
217,DCAKD,-0.25062914442603973,-0.3132074431279442,ENSG00000172992,Stim8hr,775.0,1136,362,1498,-7.941119915573627,True,17.495570620516645,False,>10 DE genes,on-target KD
218,DCLRE1A,0.7529090941472583,0.6141248211221638,ENSG00000198924,Stim8hr,623.0,11,31,42,-12.930250863054829,True,30.69875348129064,True,>10 DE genes,on-target KD
219,DDA1,0.6327535417030937,0.530562051141746,ENSG00000130311,Stim8hr,363.0,271,173,444,-12.876586369780297,True,58.56084046020093,True,>10 DE genes,on-target KD
220,DDRGK1,0.5269134399263001,0.4708681487030932,ENSG00000198171,Stim8hr,573.0,799,907,1706,-19.44042445594313,True,69.066158432781,True,>10 DE genes,on-target KD
221,DDX17,0.4371732628876801,0.4244470825483878,ENSG00000100201,Stim8hr,966.0,370,393,763,-24.825101916425226,True,99.69370632427986,False,>10 DE genes,on-target KD
222,DDX31,0.468043760096813,0.1151999542368297,ENSG00000125485,Stim8hr,371.0,27,12,39,-9.961452608997003,True,45.03551510483244,True,>10 DE genes,on-target KD
223,DDX6,0.304010940598247,0.2938801562973952,ENSG00000110367,Stim8hr,230.0,754,232,986,-16.834627431576067,True,171.62210354815045,False,>10 DE genes,on-target KD
224,DDX60L,0.6775705255234049,0.5586914387345232,ENSG00000181381,Stim8hr,675.0,126,71,197,-7.223786382117927,True,11.8217829601769,False,>10 DE genes,on-target KD
225,DEF6,0.255172822646427,-0.1147745786547383,ENSG00000023892,Stim8hr,541.0,35,25,60,-16.502337747444802,True,67.58430223315388,False,>10 DE genes,on-target KD
226,DEF8,0.748799189576947,0.627034119898625,ENSG00000140995,Stim8hr,935.0,56,48,104,-4.977576112198964,True,2.875052807064555,False,>10 DE genes,on-target KD
227,DEFA6,0.05162682943885527,-0.2476865452075738,ENSG00000164822,Stim8hr,1311.0,354,131,485,0.0,False,,False,>10 DE genes,no on-target KD
228,DEGS1,0.8320030062539053,0.6994316570229984,ENSG00000143753,Stim8hr,1199.0,65,20,85,-32.929025477664446,True,110.0719715502782,False,>10 DE genes,on-target KD
229,DEK,-0.1415983355804546,-0.1863384784388065,ENSG00000124795,Stim8hr,734.0,35,11,46,-18.933552382844752,True,152.43642821603976,False,>10 DE genes,on-target KD
230,DENR,0.4940955186901765,0.4701901557787129,ENSG00000139726,Stim8hr,806.0,2568,1069,3637,-30.856733287525252,True,132.83446773879405,False,>10 DE genes,on-target KD
231,DHODH,0.2776812968520827,0.2182051930265969,ENSG00000102967,Stim8hr,82.0,429,204,633,0.0,False,,False,>10 DE genes,no on-target KD
232,DHPS,0.20982207762774988,0.0275139820826289,ENSG00000095059,Stim8hr,145.0,220,154,374,-7.210588934673572,True,43.59518363488792,False,>10 DE genes,on-target KD
233,DHX36,0.6084909028949257,0.5810362615030191,ENSG00000174953,Stim8hr,160.0,1072,737,1809,-11.840443401251044,True,127.44826468656213,False,>10 DE genes,on-target KD
234,DHX9,0.34575746073750974,0.1796909090569602,ENSG00000135829,Stim8hr,168.0,42,25,67,-16.375934604684492,True,216.9525605208054,False,>10 DE genes,on-target KD
235,DIS3L,0.4990936273258923,0.4464559567261266,ENSG00000166938,Stim8hr,242.0,192,78,270,-10.703114471885948,True,51.25575521602298,False,>10 DE genes,on-target KD
236,DIS3L2,0.04706176359940384,0.0371125634226166,ENSG00000144535,Stim8hr,1081.0,492,89,581,-13.8213504404436,True,22.023454151651627,False,>10 DE genes,on-target KD
237,DLG4,0.24388206935706047,0.1258568001175042,ENSG00000132535,Stim8hr,939.0,20,21,41,-2.5369763815822863,False,1.341534038295755,False,>10 DE genes,no on-target KD
238,DMRTA2,0.5289256407604055,0.4979405849070999,ENSG00000142700,Stim8hr,1377.0,31,42,73,0.0,False,,False,>10 DE genes,no on-target KD
239,DNAAF2,0.5259187778999322,0.4057604855923142,ENSG00000165506,Stim8hr,150.0,122,79,201,-5.806374201069224,True,32.10636043661343,False,>10 DE genes,on-target KD
240,DNAH3,-0.1034685477608307,-0.2268239301847273,ENSG00000158486,Stim8hr,284.0,396,95,491,0.0,False,,False,>10 DE genes,no on-target KD
241,DNAJB9,0.7457553114107885,0.6408229129797055,ENSG00000128590,Stim8hr,940.0,102,16,118,-12.845344269528365,True,25.54354157320269,True,>10 DE genes,on-target KD
242,DNAJC21,0.5424828386761086,0.4486434313998775,ENSG00000168724,Stim8hr,195.0,49,84,133,-13.680711818883102,True,110.30419544639066,False,>10 DE genes,on-target KD
243,DNAJC24,0.49746377784654555,0.4659185290910189,ENSG00000170946,Stim8hr,429.0,211,231,442,-9.183392235723604,True,22.985410650774806,False,>10 DE genes,on-target KD
244,DNAJC3,0.3711676876552206,0.2321569219992185,ENSG00000102580,Stim8hr,554.0,44,15,59,-18.599135381240615,True,89.42984456261419,False,>10 DE genes,on-target KD
245,DNAJC8,0.5977798334362474,0.5232213554428993,ENSG00000126698,Stim8hr,477.0,713,460,1173,-25.861227044942325,True,152.65251259137918,True,>10 DE genes,on-target KD
246,DNTTIP1,0.6519924283752813,0.6226296906998814,ENSG00000101457,Stim8hr,1450.0,1435,1290,2725,-23.71096140773837,True,44.50774162894039,False,>10 DE genes,on-target KD
247,DOCK2,0.6060573736243524,0.4547545831153056,ENSG00000134516,Stim8hr,896.0,196,132,328,-21.619555678547457,True,116.73387039753672,False,>10 DE genes,on-target KD
248,DOLPP1,0.6291043679530087,0.6172575996525875,ENSG00000167130,Stim8hr,2042.0,1829,889,2718,-17.8874823057354,True,18.947700090794378,False,>10 DE genes,on-target KD
249,DOP1A,0.6694512014055772,0.5548151963320722,ENSG00000083097,Stim8hr,606.0,113,56,169,-5.652656983076428,True,6.216762598086111,True,>10 DE genes,on-target KD
250,DPF1,0.2917912014594255,0.0586152029676086,ENSG00000011332,Stim8hr,370.0,77,22,99,0.0,False,,False,>10 DE genes,no on-target KD
251,DPH1,0.35299440119818265,0.113847185627083,ENSG00000108963,Stim8hr,233.0,269,240,509,-3.399870737977406,True,5.572176374944016,False,>10 DE genes,on-target KD
252,DPH5,0.41665465392950196,0.3233151995567663,ENSG00000117543,Stim8hr,289.0,268,416,684,-12.45707753331058,True,63.48052184625382,False,>10 DE genes,on-target KD
253,DPH6,0.49726463401782944,0.3482296037479478,ENSG00000134146,Stim8hr,327.0,77,80,157,-9.084046806586333,True,30.36989330063924,False,>10 DE genes,on-target KD
254,DPH7,0.06161688680787208,-0.2339617181720713,ENSG00000148399,Stim8hr,626.0,4,32,36,-12.495109075956162,True,35.04470088805886,False,>10 DE genes,on-target KD
255,DPM1,0.666645398205643,0.4394051075775582,ENSG00000000419,Stim8hr,666.0,129,136,265,-26.489016453885213,True,161.95378865590766,True,>10 DE genes,on-target KD
256,DPM2,0.1580355599063972,-0.0270730929638613,ENSG00000136908,Stim8hr,499.0,45,13,58,-12.395285386767338,True,37.53438657972912,False,>10 DE genes,on-target KD
257,DR1,0.6411426614863917,0.6064632033948705,ENSG00000117505,Stim8hr,488.0,272,163,435,-28.351639915319502,True,225.7004925732816,False,>10 DE genes,on-target KD
258,DRAP1,-0.0552941827560773,-0.1367000192991208,ENSG00000175550,Stim8hr,626.0,301,152,453,-14.814967607594458,True,253.91306253103264,True,>10 DE genes,on-target KD
259,DTX4,-0.31445180279080426,-0.3532699635996574,ENSG00000110042,Stim8hr,727.0,176,11,187,0.0,False,,False,>10 DE genes,no on-target KD
260,DUSP4,0.5892796161649855,0.2906982678240259,ENSG00000120875,Stim8hr,457.0,39,17,56,-19.498842633474283,True,764.5504856598941,False,>10 DE genes,on-target KD
261,EBF3,0.14316136528033088,0.0476865504055271,ENSG00000108001,Stim8hr,935.0,621,226,847,0.0,False,,False,>10 DE genes,no on-target KD
262,ECHS1,0.34269359591825327,0.20263266278483,ENSG00000127884,Stim8hr,947.0,260,103,363,-27.586209466761687,True,94.00051271371626,True,>10 DE genes,on-target KD
263,ECI2,0.4666139398059765,0.4561243255737169,ENSG00000198721,Stim8hr,275.0,49,29,78,-7.788721681791221,True,30.81926757280264,False,>10 DE genes,on-target KD
264,EDC3,-0.22537829148149255,-0.2979422914334987,ENSG00000179151,Stim8hr,1527.0,595,183,778,-27.19681193091647,True,52.98491583434432,False,>10 DE genes,on-target KD
265,EDRF1,0.33889810453106883,0.2976448421839687,ENSG00000107938,Stim8hr,111.0,41,25,66,-5.507166849117495,True,30.124853746678586,False,>10 DE genes,on-target KD
266,EEF1E1,0.5670751954018355,0.4018176426785146,ENSG00000124802,Stim8hr,448.0,22,9,31,-16.057614822339485,True,68.63243673557257,False,>10 DE genes,on-target KD
267,EGLN1,0.8280484278691552,0.7622744050855161,ENSG00000135766,Stim8hr,614.0,97,11,108,-17.562014085165774,True,65.26638678012888,False,>10 DE genes,on-target KD
268,EGR2,0.6034613633578417,0.5665117970569834,ENSG00000122877,Stim8hr,576.0,399,456,855,-11.061330168611285,True,128.78595955791863,False,>10 DE genes,on-target KD
269,EGR3,-0.052160837455047036,-0.1074352877740502,ENSG00000179388,Stim8hr,432.0,77,25,102,-3.769778552049028,True,5.499822488748838,False,>10 DE genes,on-target KD
270,EHBP1,0.351878331215067,0.2207706073933366,ENSG00000115504,Stim8hr,265.0,32,24,56,-6.6560057908847545,True,21.27539793246828,False,>10 DE genes,on-target KD
271,EHMT1,0.6409473068376627,0.5195923187577132,ENSG00000181090,Stim8hr,1414.0,245,150,395,-21.03225064851488,True,123.27119500902896,True,>10 DE genes,on-target KD
272,EHMT2,0.7760139555594137,0.7564584116554148,ENSG00000204371,Stim8hr,593.0,531,647,1178,-21.517053188797533,True,95.8765643749649,False,>10 DE genes,on-target KD
273,EID2,0.11040773483161691,-0.0225490502017468,ENSG00000176396,Stim8hr,381.0,78,17,95,-8.433368137678071,True,26.989073188644063,False,>10 DE genes,on-target KD
274,EIF1,0.707693464211307,0.6701297308221371,ENSG00000173812,Stim8hr,382.0,418,314,732,-30.98942042215493,True,421.037125136788,False,>10 DE genes,on-target KD
275,EIF2AK4,0.1885955364369746,0.0477894442693657,ENSG00000128829,Stim8hr,381.0,31,8,39,-12.16531329999848,True,46.66478064494957,False,>10 DE genes,on-target KD
276,EIF3K,0.5816917182013206,0.3199713201476993,ENSG00000178982,Stim8hr,659.0,233,120,353,-23.718633587750176,True,101.11089003056014,True,>10 DE genes,on-target KD
277,EIF4G2,0.5120484970235516,0.4782491041945678,ENSG00000110321,Stim8hr,298.0,1639,891,2530,-10.718678286206217,True,50.65346606560245,False,>10 DE genes,on-target KD
278,EIF4H,0.037409375256723026,-0.1535771833782141,ENSG00000106682,Stim8hr,350.0,197,28,225,-28.98003834644709,True,265.55554333713565,False,>10 DE genes,on-target KD
279,EIPR1,0.5225449924233597,0.416044286601833,ENSG00000032389,Stim8hr,250.0,141,103,244,-11.10109727377841,True,54.41319386673627,True,>10 DE genes,on-target KD
280,ELAVL1,0.6808637984830369,0.6383651683640306,ENSG00000066044,Stim8hr,1041.0,808,1362,2170,-51.408416087516684,True,305.26325223958025,False,>10 DE genes,on-target KD
281,ELF4,0.5229652283796847,0.3001488005891993,ENSG00000102034,Stim8hr,332.0,27,40,67,-8.085328749527438,True,23.88670668996248,False,>10 DE genes,on-target KD
282,ELOB,0.569732586320192,0.5216088642447346,ENSG00000103363,Stim8hr,1093.0,2211,841,3052,-23.532262132140296,True,106.97024803601856,False,>10 DE genes,on-target KD
283,ELOC,0.406501580526371,0.350139663892595,ENSG00000154582,Stim8hr,577.0,231,32,263,-12.871977435336795,True,148.5772741851008,False,>10 DE genes,on-target KD
284,ELOF1,0.5013322886781627,0.483157870545072,ENSG00000130165,Stim8hr,2683.0,2163,2050,4213,-41.60267421150828,True,83.48804309486414,True,>10 DE genes,on-target KD
285,ELP1,0.5010146951869118,0.4571998617527089,ENSG00000070061,Stim8hr,166.0,429,399,828,-6.250322178571322,True,36.853875048796496,False,>10 DE genes,on-target KD
286,ELP2,0.5511057179137818,0.5053561408709101,ENSG00000134759,Stim8hr,210.0,706,392,1098,-12.224654605594536,True,88.05138991352575,True,>10 DE genes,on-target KD
287,ELP3,0.6175123337424996,0.6083387191930225,ENSG00000134014,Stim8hr,409.0,461,535,996,-12.332803499388238,True,43.24472421408176,False,>10 DE genes,on-target KD
288,EMB,0.518898228511348,0.0937414493000448,ENSG00000170571,Stim8hr,496.0,38,22,60,-14.51267023784688,True,65.32072367141764,False,>10 DE genes,on-target KD
289,EMC2,0.35344739913616313,0.2857541112408083,ENSG00000104412,Stim8hr,140.0,168,83,251,-8.034757549229992,True,62.52824549356747,False,>10 DE genes,on-target KD
290,EMC9,0.12207088257119293,-0.0553843874501686,ENSG00000100908,Stim8hr,345.0,76,100,176,-5.940177336844436,True,24.20929689516602,False,>10 DE genes,on-target KD
291,EML2,0.2613658795006473,0.108229112405032,ENSG00000125746,Stim8hr,357.0,278,65,343,-10.433225916372136,True,70.39883319645757,False,>10 DE genes,on-target KD
292,ENDOG,-0.030651760268833834,-0.2220131881760965,ENSG00000167136,Stim8hr,770.0,135,24,159,-14.808368674558512,True,34.42855363535298,False,>10 DE genes,on-target KD
293,EP300,0.5685139220826151,0.39689990542738,ENSG00000100393,Stim8hr,1933.0,74,85,159,-16.07913910235417,True,90.75828995072972,False,>10 DE genes,on-target KD
294,EPB41L3,0.37090981332902184,0.3493664461567265,ENSG00000082397,Stim8hr,428.0,521,280,801,-1.171554209664918,True,2.243715645612088,False,>10 DE genes,on-target KD
295,EPC1,0.5002226019603164,0.4569492139371943,ENSG00000120616,Stim8hr,607.0,259,185,444,-8.838547069482871,True,36.71388366979947,False,>10 DE genes,on-target KD
296,ERCC1,0.31348365934202893,0.2118215454653199,ENSG00000012061,Stim8hr,691.0,170,66,236,-20.59496796681693,True,79.13126152516536,False,>10 DE genes,on-target KD
297,ERCC4,0.4354193614599448,0.3264224121201018,ENSG00000175595,Stim8hr,196.0,345,134,479,-5.5626213824133846,True,19.16184796909996,False,>10 DE genes,on-target KD
298,ERGIC1,0.5338309401709682,0.4402347915159369,ENSG00000113719,Stim8hr,372.0,37,32,69,-4.186902117099514,True,5.041132018381536,False,>10 DE genes,on-target KD
299,ERN1,0.5730610423426201,0.3370401385721715,ENSG00000178607,Stim8hr,927.0,10,107,117,-9.114396976424988,True,46.13559755974434,False,>10 DE genes,on-target KD
300,EWSR1,0.5541963954090982,0.5222612969303155,ENSG00000182944,Stim8hr,767.0,1095,695,1790,-32.03755809612848,True,155.38519961402048,True,>10 DE genes,on-target KD
301,EXTL2,-0.2358594374470667,-0.302834874857779,ENSG00000162694,Stim8hr,700.0,42,8,50,-3.5852008086762024,True,5.079278059987097,False,>10 DE genes,on-target KD
302,FAAP24,0.15813416139889014,0.1494394393246187,ENSG00000131944,Stim8hr,95.0,21,15,36,-3.0397305079434407,True,10.5647121898438,False,>10 DE genes,on-target KD
303,FABP6,0.10681451179742342,0.0377222727914654,ENSG00000170231,Stim8hr,998.0,12,33,45,0.0,False,,False,>10 DE genes,no on-target KD
304,FAM118A,-0.08514732543745533,-0.1951258858785116,ENSG00000100376,Stim8hr,299.0,35,19,54,-2.233638670666381,True,3.0299751877203445,False,>10 DE genes,on-target KD
305,FAM161A,0.1143699689664208,0.0383080109012215,ENSG00000170264,Stim8hr,575.0,298,139,437,-4.085411106510647,True,3.744809177396729,False,>10 DE genes,on-target KD
306,FAM208A,0.48372177389181553,0.3456386552693421,ENSG00000163946,Stim8hr,1435.0,310,64,374,-26.923527935656168,True,71.91473939817901,False,>10 DE genes,on-target KD
307,FAM20B,0.5155939713723228,0.409966520408752,ENSG00000116199,Stim8hr,376.0,73,116,189,-10.800102996508018,True,34.26989352489287,False,>10 DE genes,on-target KD
308,FAM220A,-0.27424451290641,-0.5671635952352491,ENSG00000178397,Stim8hr,424.0,139,23,162,0.0,False,,False,>10 DE genes,no on-target KD
309,FAM3C,0.7359037228644324,0.6059144845806164,ENSG00000196937,Stim8hr,738.0,9,22,31,-6.217509282939462,True,337.59819809028033,False,>10 DE genes,on-target KD
310,FAM69A,-0.0255460984910184,-0.1366427879234007,ENSG00000154511,Stim8hr,639.0,131,11,142,-13.29726647972034,True,37.55740184000869,False,>10 DE genes,on-target KD
311,FAM98B,0.6861604790905136,0.5946201312221963,ENSG00000171262,Stim8hr,511.0,415,490,905,-20.944516910814123,True,108.65285898777594,False,>10 DE genes,on-target KD
312,FANCB,0.2880243547087905,0.1115029165789117,ENSG00000181544,Stim8hr,421.0,429,144,573,-7.627897806783483,True,19.29315583460808,True,>10 DE genes,on-target KD
313,FANCD2,0.34958906321263866,0.1764880136247709,ENSG00000144554,Stim8hr,295.0,58,26,84,-8.130761968308185,True,26.84670571101917,False,>10 DE genes,on-target KD
314,FANCI,0.041732903511963626,-0.2065898524823631,ENSG00000140525,Stim8hr,100.0,47,23,70,-3.165154459364071,True,98.68881714614038,False,>10 DE genes,on-target KD
315,FANCM,0.24756077159570752,0.0828677572712693,ENSG00000187790,Stim8hr,487.0,79,12,91,-6.682965805234007,True,14.10729899983571,True,>10 DE genes,on-target KD
316,FBRS,0.5020050097308603,0.4491488762283813,ENSG00000156860,Stim8hr,417.0,119,69,188,-16.321573614530962,True,161.16710436231722,False,>10 DE genes,on-target KD
317,FBXL15,-0.1587893039895121,-0.2049581610974474,ENSG00000107872,Stim8hr,1484.0,96,30,126,-18.249071272353675,True,26.80373313659027,False,>10 DE genes,on-target KD
