ensembl_id,feature_name
ENSG00000149516,MS4A3
ENSG00000149534,MS4A2
ENSG00000110077,MS4A6A
ENSG00000110079,MS4A4A
ENSG00000214787,MS4A4E
ENSG00000166927,MS4A7
ENSG00000156738,MS4A1
ENSG00000166961,MS4A15
ENSG00000172689,MS4A10
ENSG00000257052,RP11-881M11.2
ENSG00000229859,PGA3
ENSG00000167992,VWCE
ENSG00000255931,RP11-286N22.10
ENSG00000124920,MYRF
ENSG00000167996,FTH1
ENSG00000110484,SCGB2A2
ENSG00000255118,RP11-703H8.7
ENSG00000149021,SCGB1A1
ENSG00000149480,MTA2
ENSG00000278615,C11orf98
ENSG00000214756,CSKMT
ENSG00000204922,UQCC3
ENSG00000177363,LRRN4CL
ENSG00000162222,TTC9C
ENSG00000162227,TAF6L
ENSG00000256690,RP11-727F15.9
ENSG00000283268,TEX54
ENSG00000133316,WDR74
ENSG00000255717,SNHG1
ENSG00000184999,SLC22A10
ENSG00000149742,SLC22A9
ENSG00000133321,PLAAT4
ENSG00000133328,PLAAT2
ENSG00000188070,C11orf95
ENSG00000168005,SPINDOC
ENSG00000167771,RCOR2
ENSG00000173486,FKBP2
ENSG00000286264,RP11-783K16.16
ENSG00000257086,RP11-783K16.13
ENSG00000149782,PLCB3
ENSG00000219435,CATSPERZ
ENSG00000173153,ESRRA
ENSG00000110076,NRXN2
ENSG00000237410,NRXN2-AS1
ENSG00000068831,RASGRP2
ENSG00000171219,CDC42BPG
ENSG00000229719,MIR194-2HG
ENSG00000110046,ATG2A
ENSG00000149735,GPHA2
ENSG00000187066,TMEM262
ENSG00000255173,AP003068.12
ENSG00000287821,RP11-867O8.10
ENSG00000149798,CDC42EP2
ENSG00000162241,SLC25A45
ENSG00000245532,NEAT1
ENSG00000279243,LINC02736
ENSG00000251562,MALAT1
ENSG00000260233,ZNRD2-AS1
ENSG00000173442,EHBP1L1
ENSG00000197136,PCNX3
ENSG00000255120,OVOL1-AS1
ENSG00000172803,SNX32
ENSG00000172543,CTSW
ENSG00000175376,EIF1AD
ENSG00000175294,CATSPER1
ENSG00000286459,RP11-1167A19.16
ENSG00000254461,RP11-755F10.3
ENSG00000245156,RP11-867G23.3
ENSG00000254452,RP11-867G23.4
ENSG00000174871,CNIH2
ENSG00000254756,RP11-867G23.12
ENSG00000255517,CTD-3074O7.5
ENSG00000286688,CTD-3074O7.13
ENSG00000250105,CTD-3074O7.2
ENSG00000173898,SPTBN2
ENSG00000173227,SYT12
ENSG00000287934,RP11-157K17.7
ENSG00000287851,RP11-157K17.6
ENSG00000274251,CTC-1337H24.3
ENSG00000275484,CTC-1337H24.4
ENSG00000172508,CARNS1
ENSG00000255949,RPS6KB2-AS1
ENSG00000172725,CORO1B
ENSG00000175544,CABP4
ENSG00000184224,C11orf72
ENSG00000132746,ALDH3B2
ENSG00000110075,PPP6R3
ENSG00000110090,CPT1A
ENSG00000186895,FGF3
ENSG00000254605,RP11-626H12.2
ENSG00000131626,PPFIA1
ENSG00000254484,CTA-797E19.1
ENSG00000254495,AP000487.4
ENSG00000246889,AP000487.5
ENSG00000085733,CTTN
ENSG00000171671,SHANK2-AS3
ENSG00000244411,KRTAP5-7
ENSG00000241233,KRTAP5-8
ENSG00000254997,KRTAP5-9
ENSG00000248671,ALG1L9P_ENSG00000248671
ENSG00000251143,RP11-849H4.4
ENSG00000285864,CMB9-4J8.1
ENSG00000162129,CLPB
ENSG00000256633,PDE2A-AS2
ENSG00000256007,ARAP1-AS1
ENSG00000245148,ARAP1-AS2
ENSG00000256568,RP11-800A3.3
ENSG00000171631,P2RY6
ENSG00000256928,RP11-809N8.2
ENSG00000054965,FAM168A
ENSG00000256448,RP11-809N8.4
ENSG00000255928,RP11-456I15.2
ENSG00000187726,DNAJB13
ENSG00000175567,UCP2
ENSG00000287425,RP11-167N4.8
ENSG00000168014,C2CD3
ENSG00000214517,PPME1
ENSG00000149380,P4HA3
ENSG00000054938,CHRDL2
ENSG00000166439,RNF169
ENSG00000166435,XRRA1
ENSG00000286943,RP11-147I3.4
ENSG00000255136,CTD-2562J17.4
ENSG00000137486,ARRB1
ENSG00000254429,CTD-2562J17.7
ENSG00000062282,DGAT2
ENSG00000255507,UVRAG-DT
ENSG00000255081,RP11-263C24.1
ENSG00000137492,THAP12
ENSG00000179240,GVQW3
ENSG00000255135,RP11-111M22.3
ENSG00000255479,RP11-672A2.6
ENSG00000236304,AP001189.4
ENSG00000078124,ACER3
ENSG00000254985,RSF1-IT2
ENSG00000255409,RSF1-IT1
ENSG00000254459,RP11-91P24.7
ENSG00000254691,RP11-91P24.5
ENSG00000255449,RP11-91P24.6
ENSG00000151365,THRSP
ENSG00000246067,RAB30-DT
ENSG00000165494,PCF11
ENSG00000254676,RP11-727A23.4
ENSG00000247137,RP11-727A23.5
ENSG00000269939,PCF11-AS1
ENSG00000137504,CREBZF
ENSG00000179071,CCDC89
ENSG00000137501,SYTL2
ENSG00000254699,LINC02695
ENSG00000254731,CTD-2005H7.1
ENSG00000255250,CTD-2005H7.2
ENSG00000150687,PRSS23
ENSG00000269895,AP000654.4
ENSG00000255471,RP11-736K20.5
ENSG00000174804,FZD4
ENSG00000077498,TYR
ENSG00000286665,CMB9-76D16.1
ENSG00000261645,DISC1FP1
ENSG00000282916,LINC02746
ENSG00000180773,SLC36A4
ENSG00000254911,SCARNA9
ENSG00000182919,C11orf54
ENSG00000042429,MED17
ENSG00000181333,HEPHL1
ENSG00000250519,RP11-680H20.2
ENSG00000123901,GPR83
ENSG00000020922,MRE11
ENSG00000257057,C11orf97
ENSG00000134627,PIWIL4
ENSG00000255605,RP11-644L4.1
ENSG00000077458,FAM76B
ENSG00000285921,RP11-822I2.1
ENSG00000149231,CCDC82
ENSG00000187151,ANGPTL5
ENSG00000110318,CEP126
ENSG00000137691,CFAP300
ENSG00000137693,YAP1
ENSG00000254422,RP11-864G5.3
ENSG00000110330,BIRC2
ENSG00000152558,TMEM123
ENSG00000196611,MMP1
ENSG00000170962,PDGFD
ENSG00000137757,CASP5
ENSG00000285813,RP11-822P4.2
ENSG00000182359,KBTBD3
ENSG00000152402,GUCY1A2
ENSG00000261098,RP11-819C21.1
ENSG00000152404,CWF19L2
ENSG00000288012,RP11-95J9.3
ENSG00000166266,CUL5
ENSG00000255467,RP11-144G7.2
ENSG00000075239,ACAT1
ENSG00000285696,RP11-144G7.4
ENSG00000149308,NPAT
ENSG00000149311,ATM
ENSG00000166323,C11orf65
ENSG00000110723,EXPH5
ENSG00000271584,LINC02550
ENSG00000288097,RP11-76P21.4
ENSG00000137707,BTG4
ENSG00000254980,RP11-794P6.6
ENSG00000204381,LAYN
ENSG00000254990,RP11-108O10.2
ENSG00000254450,ALG9-IT1
ENSG00000170276,HSPB2
ENSG00000149300,C11orf52
ENSG00000150783,TEX12
ENSG00000197580,BCO2
ENSG00000268472,RP11-356J5.13
ENSG00000250303,LINC02762
ENSG00000254968,LINC02763
ENSG00000247416,RP11-629G13.1
ENSG00000149294,NCAM1
ENSG00000227487,NCAM1-AS1
ENSG00000170209,ANKK1
ENSG00000166682,TMPRSS5
ENSG00000256603,RP11-667M19.2
ENSG00000256452,RP11-667M19.10
ENSG00000166736,HTR3A
ENSG00000109906,ZBTB16
ENSG00000286463,RP11-635F12.1
ENSG00000166741,NNMT
ENSG00000256195,RP11-64D24.4
ENSG00000260254,AP000997.2
ENSG00000118137,APOA1
ENSG00000235910,APOA1-AS
ENSG00000168092,PAFAH1B2
ENSG00000160613,PCSK7
ENSG00000278768,BACE1-AS
ENSG00000137731,FXYD2
ENSG00000160588,MPZL3
ENSG00000198851,CD3E
ENSG00000167286,CD3D
ENSG00000160654,CD3G
ENSG00000110344,UBE4A
ENSG00000255384,RP11-770J1.4
ENSG00000118058,KMT2A
ENSG00000172425,TTC36
ENSG00000255422,AP002954.4
ENSG00000110367,DDX6
ENSG00000278376,RP11-158I9.8
ENSG00000245869,RP11-158I9.5
ENSG00000186174,BCL9L
ENSG00000110375,UPK2
ENSG00000254428,RP11-110I1.11
ENSG00000255114,RP11-110I1.6
ENSG00000271751,RP11-110I1.14
ENSG00000272186,VPS11-DT
ENSG00000172273,HINFP
ENSG00000172367,PDZD3
ENSG00000248712,CCDC153
ENSG00000110395,CBL
ENSG00000254561,RP11-196E1.3
ENSG00000196914,ARHGEF12
ENSG00000149403,GRIK4
ENSG00000250493,RP11-640N11.2
ENSG00000109929,SC5D
ENSG00000246790,RP11-730K11.1
ENSG00000137642,SORL1
ENSG00000286044,RP11-344F5.1
ENSG00000286341,RP11-811I7.3
ENSG00000109971,HSPA8
ENSG00000288061,RP11-762B21.7
ENSG00000181518,OR8D4
ENSG00000197309,OR10D3
ENSG00000196119,OR8A1
ENSG00000154144,TBRG1
ENSG00000154146,NRGN
ENSG00000255045,RP11-677M14.2
ENSG00000250073,RP11-677M14.3
ENSG00000279342,RP11-677M14.8
ENSG00000154134,ROBO3
ENSG00000154133,ROBO4
ENSG00000254943,RP11-664I21.6
ENSG00000221932,HEPN1
ENSG00000149548,CCDC15
ENSG00000134955,SLC37A2
ENSG00000165495,PKNOX2
ENSG00000149557,FEZ1
ENSG00000255537,AP000708.1
ENSG00000134910,STT3A
ENSG00000196844,PATE2
ENSG00000260209,RP11-680F20.10
ENSG00000109832,DDX25
ENSG00000254790,RP11-680F20.4
ENSG00000064309,CDON
ENSG00000254694,RP11-50B3.4
ENSG00000255062,RP11-712L6.5
ENSG00000280832,GSEC
ENSG00000149571,KIRREL3
ENSG00000218109,KIRREL3-AS3
ENSG00000273415,LINC02725
ENSG00000134954,ETS1
ENSG00000245008,RP11-744N12.3
ENSG00000120471,TP53AIP1
ENSG00000134909,ARHGAP32
ENSG00000287426,RP11-507F16.5
ENSG00000170325,PRDM10
ENSG00000084234,APLP2
ENSG00000196323,ZBTB44
ENSG00000175773,ZBTB44-DT
ENSG00000134917,ADAMTS8
ENSG00000166106,ADAMTS15
ENSG00000254842,LINC02551
ENSG00000254648,RP11-713P17.4
ENSG00000109956,B3GAT1
ENSG00000010379,SLC6A13
ENSG00000261799,RP11-283I3.6
ENSG00000073614,KDM5A
ENSG00000120647,CCDC77
ENSG00000002016,RAD52
ENSG00000006831,ADIPOR2
ENSG00000285627,RP11-21K20.4
ENSG00000151062,CACNA2D4
ENSG00000166159,LRTM2
ENSG00000274659,LINC02371
ENSG00000053702,NRIP2
ENSG00000278356,RP11-372B4.3
ENSG00000250899,RP11-253E3.3
ENSG00000011105,TSPAN9
ENSG00000287243,THCAT155
ENSG00000283138,RP3-488M23.3
ENSG00000255920,CCND2-AS1
ENSG00000118971,CCND2
ENSG00000151079,KCNA6
ENSG00000286866,RP3-377H17.4
ENSG00000256146,RP11-319E16.2
ENSG00000256218,RP11-1038A11.2
ENSG00000010278,CD9
ENSG00000008323,PLEKHG6
ENSG00000111319,SCNN1A
ENSG00000139190,VAMP1
ENSG00000245667,RP5-940J5.8
ENSG00000111642,CHD4
ENSG00000247853,RP5-940J5.6
ENSG00000111644,ACRBP
ENSG00000219410,RP4-761J14.8
ENSG00000126746,ZNF384
ENSG00000269892,RP4-761J14.10
ENSG00000159335,PTMS
ENSG00000089692,LAG3
ENSG00000010626,LRRC23
ENSG00000111679,PTPN6
ENSG00000257084,MIR200CHG
ENSG00000285770,RP11-273B20.5
ENSG00000177575,CD163
ENSG00000187569,DPPA3
ENSG00000205857,NANOGNB
ENSG00000111704,NANOG
ENSG00000287713,RP11-277J24.7
ENSG00000059804,SLC2A3
ENSG00000288043,RP11-69M1.9
ENSG00000111729,CLEC4A
ENSG00000276417,RP11-266K4.13
ENSG00000275367,RP11-266K4.14
ENSG00000171847,FAM90A1
ENSG00000215241,LINC02449
ENSG00000286895,RP11-90D4.7
ENSG00000226091,LINC00937
ENSG00000256101,RP11-90D4.3
ENSG00000166523,CLEC4E
ENSG00000111732,AICDA
ENSG00000197614,MFAP5
ENSG00000139187,KLRG1
ENSG00000214851,LINC00612
ENSG00000245105,A2M-AS1
ENSG00000175899,A2M
ENSG00000126838,PZP
ENSG00000237248,LINC00987
ENSG00000260423,LINC02367
ENSG00000284634,RP11-726G1.2
ENSG00000111796,KLRB1
ENSG00000256442,RP11-705C15.4
ENSG00000069493,CLEC2D
ENSG00000184293,CLECL1
ENSG00000110848,CD69
ENSG00000255882,RP11-290C10.1
ENSG00000225231,LINC02470
ENSG00000172322,CLEC12A
ENSG00000165682,CLEC1B
ENSG00000256660,CLEC12B
ENSG00000172243,CLEC7A
ENSG00000165685,TMEM52B
ENSG00000245648,KLRK1-AS1
ENSG00000213809,KLRK1
ENSG00000183542,KLRC4
ENSG00000205810,KLRC3
ENSG00000205809,KLRC2
ENSG00000134545,KLRC1
ENSG00000256039,LINC02446
ENSG00000121381,TAS2R9
ENSG00000121318,TAS2R10
ENSG00000212128,TAS2R13
ENSG00000134551,PRH2
ENSG00000212127,TAS2R14
ENSG00000212126,TAS2R50
ENSG00000255837,TAS2R20
ENSG00000256436,TAS2R31
ENSG00000247157,LINC01252
ENSG00000139083,ETV6
ENSG00000121380,BCL2L14
ENSG00000111261,MANSC1
ENSG00000205791,LOH12CR2
ENSG00000111276,CDKN1B
ENSG00000256658,RP11-180M15.4
ENSG00000178878,APOLD1
ENSG00000013588,GPRC5A
ENSG00000084444,FAM234B
ENSG00000111305,GSG1
ENSG00000273079,GRIN2B
ENSG00000256084,RP11-134N1.2
ENSG00000171681,ATF7IP
ENSG00000255649,RP11-502N13.2
ENSG00000261324,RP11-174G6.5
ENSG00000246705,H2AJ
ENSG00000182993,C12orf60
ENSG00000286107,RP11-233G1.8
ENSG00000151490,PTPRO
ENSG00000151491,EPS8
ENSG00000255565,RP11-6B19.1
ENSG00000008394,MGST1
ENSG00000139154,AEBP2
ENSG00000134548,SPX
ENSG00000111713,GYS2
ENSG00000121361,KCNJ8
ENSG00000069431,ABCC9
ENSG00000256973,RP11-359J14.2
ENSG00000139163,ETNK1
ENSG00000255745,RP11-625L16.1
ENSG00000258449,RP11-713N11.4
ENSG00000118307,CFAP94
ENSG00000278743,RP11-707G18.1
ENSG00000246695,RASSF8-AS1
ENSG00000255858,RP11-612B6.6
ENSG00000255968,RP11-513G19.1
ENSG00000234428,RP11-666F17.1
ENSG00000247903,RP11-421F16.3
ENSG00000275764,RP11-582E3.6
ENSG00000211455,STK38L
ENSG00000205693,MANSC4
ENSG00000247934,RP11-967K21.1
ENSG00000275476,RP11-996F15.4
ENSG00000257176,RP11-996F15.2
ENSG00000274315,RP11-996F15.5
ENSG00000273680,RP11-996F15.6
ENSG00000257599,OVCH1-AS1
ENSG00000133687,TMTC1
ENSG00000257262,RP11-776A13.1
ENSG00000285870,RP11-77I22.5
ENSG00000246331,RP11-77I22.2
ENSG00000285517,LINC00941_ENSG00000285517
ENSG00000170456,DENND5B
ENSG00000287388,RP11-820K3.7
ENSG00000139160,ETFBKMT
ENSG00000276900,RP11-467L13.7
ENSG00000188375,H3-5
ENSG00000255760,LINC02422
ENSG00000174718,RESF1
ENSG00000276136,RP11-50I19.2
ENSG00000139132,FGD4
ENSG00000087470,DNM1L
ENSG00000274105,RP11-278C7.3
ENSG00000286950,RP11-8P13.6
ENSG00000057294,PKP2
ENSG00000245482,RP11-847H18.2
ENSG00000256538,RP11-847H18.3
ENSG00000175548,ALG10B
ENSG00000258119,RP11-804F13.1
ENSG00000139117,CPNE8
ENSG00000139116,KIF21A
ENSG00000173208,ABCD2
ENSG00000180116,C12orf40
ENSG00000260943,LINC02555
ENSG00000223914,LINC02471
ENSG00000225342,LRRK2-DT
ENSG00000205592,MUC19
ENSG00000018236,CNTN1
ENSG00000151233,GXYLT1
ENSG00000015153,YAF2
ENSG00000274943,RP11-351C21.2
ENSG00000257373,RP11-547C5.2
ENSG00000129317,PUS7L
ENSG00000198001,IRAK4
ENSG00000139173,TMEM117
ENSG00000257947,RP11-46I1.1
ENSG00000278351,RP11-139E19.3
ENSG00000189079,ARID2
ENSG00000139218,SCAF11
ENSG00000274591,RP11-474P2.5
ENSG00000134294,SLC38A2
ENSG00000257261,RP11-96H19.1
ENSG00000257496,RP11-474P2.4
ENSG00000275481,RP11-474P2.6
ENSG00000272369,RP11-446N19.1
ENSG00000274723,RP11-618L22.1
ENSG00000257925,RP11-493L12.3
ENSG00000258181,RP11-493L12.4
ENSG00000257906,LINC02156
ENSG00000257433,RP1-197B17.3
ENSG00000111405,ENDOU
ENSG00000268069,RP5-1057I20.4
ENSG00000205537,RP11-89H19.1
ENSG00000278385,RP11-89H19.2
ENSG00000139219,COL2A1
ENSG00000274124,RP11-474C8.8
ENSG00000269514,RP11-370I10.12
ENSG00000275228,RP11-370I10.10
ENSG00000167528,ZNF641
ENSG00000257735,RP11-370I10.6
ENSG00000273765,RP11-370I10.11
ENSG00000129315,CCNT1
ENSG00000257987,TEX49
ENSG00000134285,FKBP11
ENSG00000257913,DDN-AS1
ENSG00000167548,KMT2D
ENSG00000139549,DHH
ENSG00000257346,RP11-386G11.8
ENSG00000123416,TUBA1B
ENSG00000258017,RP11-386G11.10
ENSG00000167552,TUBA1A
ENSG00000258334,RP11-161H23.9
ENSG00000135406,PRPH
ENSG00000123352,SPATS2
ENSG00000287537,RP11-133N21.13
ENSG00000135436,FAM186B
ENSG00000257771,LINC02395
ENSG00000110881,ASIC1
ENSG00000272368,RP4-605O3.4
ENSG00000257298,RP3-405J10.3
ENSG00000161813,LARP4
ENSG00000066084,DIP2B
ENSG00000185432,METTL7A
ENSG00000274156,RP11-407N8.6
ENSG00000110925,CSRNP2
ENSG00000139610,CELA1
ENSG00000050438,SLC4A8
ENSG00000271065,SLC4A8-AS1
ENSG00000260122,RP11-923I11.3
ENSG00000261586,RP11-923I11.6
ENSG00000139567,ACVRL1
ENSG00000170442,KRT86
ENSG00000205426,KRT81
ENSG00000257829,RP11-845M18.6
ENSG00000170484,KRT74
ENSG00000170486,KRT72
ENSG00000257495,KRT73-AS1
ENSG00000186049,KRT73
ENSG00000172867,KRT2
ENSG00000257337,RP11-983P16.4
ENSG00000139631,CSAD
ENSG00000139626,ITGB7
ENSG00000257605,MYG1-AS1
ENSG00000282977,PCBP2-OT1
ENSG00000139625,MAP3K12
ENSG00000270175,RP11-793H13.11
ENSG00000139574,NPFF
ENSG00000257550,RP11-793H13.3
ENSG00000012822,CALCOCO1
ENSG00000260492,CISTR
ENSG00000250133,HOXC-AS2
ENSG00000180806,HOXC9
ENSG00000249388,RP11-834C11.6
ENSG00000250432,FAM242C
ENSG00000260470,RP11-834C11.11
ENSG00000257596,SCAT2
ENSG00000258344,RP11-968A15.8
ENSG00000258137,RP11-753H16.3
ENSG00000161638,ITGA5
ENSG00000135447,PPP1R1A
ENSG00000161634,DCD
ENSG00000257870,RP11-616L12.1
ENSG00000123307,NEUROD4
ENSG00000170439,METTL7B
ENSG00000135404,CD63
ENSG00000135414,GDF11
ENSG00000123342,MMP19
ENSG00000197728,RPS26
ENSG00000065361,ERBB3
ENSG00000258345,RP11-603J24.6
ENSG00000258317,RP11-603J24.5
ENSG00000139613,SMARCC2
ENSG00000258199,RP11-977G19.5
ENSG00000258260,RP11-977G19.14
ENSG00000062485,CS
ENSG00000257303,RP11-977G19.11
ENSG00000257740,RP11-977G19.12
ENSG00000170581,STAT2
ENSG00000276272,RP11-121C6.5
ENSG00000170426,SDR9C7
ENSG00000139547,RDH16
ENSG00000166866,MYO1A
ENSG00000166881,NEMP1
ENSG00000276727,RP11-123K3.9
ENSG00000179912,R3HDM2
ENSG00000175189,INHBC
ENSG00000287200,RP11-181L23.11
ENSG00000111087,GLI1
ENSG00000175197,DDIT3
ENSG00000139266,MARCHF9
ENSG00000135407,AVIL
ENSG00000270039,RP11-571M6.17
ENSG00000269903,RP11-571M6.18
ENSG00000245651,RP11-620J15.2
ENSG00000257698,GIHCG
ENSG00000118596,SLC16A7
ENSG00000287014,RP11-316A16.2
ENSG00000198673,TAFA2
ENSG00000257880,RP11-769N19.2
ENSG00000061987,MON2
ENSG00000257568,RP11-863H1.1
ENSG00000257354,RP11-631N16.2
ENSG00000177990,DPY19L2
ENSG00000249753,RP11-415I12.3
ENSG00000255850,RXYLT1-AS1
ENSG00000196935,SRGAP1
ENSG00000184575,XPOT
ENSG00000183735,TBK1
ENSG00000153179,RASSF3
ENSG00000256314,RP11-338E21.3
ENSG00000111490,TBC1D30
ENSG00000255693,LINC02389
ENSG00000174099,MSRB3
ENSG00000286563,RP11-473M14.5
ENSG00000203585,LINC02408
ENSG00000255772,LINC01479
ENSG00000111537,IFNG
ENSG00000251301,LINC02384
ENSG00000273824,RP11-81H14.1
ENSG00000175782,SLC35E3
ENSG00000135679,MDM2
ENSG00000256325,RP11-611O2.1
ENSG00000257181,RP11-611O2.5
ENSG00000135678,CPM
ENSG00000090382,LYZ
ENSG00000257764,RP11-1143G9.4
ENSG00000257507,LINC02373
ENSG00000166225,FRS2
ENSG00000287132,RP11-398J13.2
ENSG00000111596,CNOT2
ENSG00000258053,CTD-2021H9.3
ENSG00000080371,RAB21
ENSG00000139287,TPH2
ENSG00000173401,GLIPR1L1
ENSG00000139278,GLIPR1
ENSG00000257497,RP11-585P4.5
ENSG00000139289,PHLDA1
ENSG00000179941,BBS10
ENSG00000186908,ZDHHC17
ENSG00000175183,CSRP2
ENSG00000257894,RP1-78O14.1
ENSG00000277130,RP11-530C5.4
ENSG00000258044,RP11-530C5.2
ENSG00000257557,PPP1R12A-AS1
ENSG00000111058,ACSS3
ENSG00000139220,PPFIA2
ENSG00000258815,LINC02820
ENSG00000198707,CEP290
ENSG00000139324,TMTC3
ENSG00000139318,DUSP6
ENSG00000274021,RP11-823E8.3
ENSG00000271327,RP11-1109F11.3
ENSG00000271259,RP11-1109F11.5
ENSG00000139323,POC1B
ENSG00000257594,GALNT4
ENSG00000270344,POC1B-AS1
ENSG00000258302,RP11-981P6.1
ENSG00000271614,ATP2B1-AS1
ENSG00000257725,LINC02399
ENSG00000286021,LINC02822
ENSG00000277738,RP11-693J15.6
ENSG00000257893,LINC02404
ENSG00000286907,RP11-796E2.5
ENSG00000245904,RP11-796E2.4
ENSG00000187510,PLEKHG7
ENSG00000257345,LINC02413
ENSG00000257746,RP11-202G11.2
ENSG00000173598,NUDT4
ENSG00000258035,RP11-74K11.2
ENSG00000258172,RP11-1105G2.4
ENSG00000258365,RP11-1105G2.3
ENSG00000278916,CEP83-DT
ENSG00000111142,METAP2
ENSG00000136014,USP44
ENSG00000258343,RP11-536G4.2
ENSG00000084110,HAL
ENSG00000283422,LINC02452
ENSG00000287454,RP11-394J1.3
ENSG00000059758,CDK17
ENSG00000188596,CFAP54
ENSG00000139350,NEDD1
ENSG00000245017,LINC02453
ENSG00000120868,APAF1
ENSG00000185046,ANKS1B
ENSG00000257696,RP11-175P13.2
ENSG00000166153,DEPDC4
ENSG00000136021,SCYL2
ENSG00000139354,GAS2L3
ENSG00000139351,SYCP3
ENSG00000111670,GNPTAB
ENSG00000257222,RP11-554E23.4
ENSG00000281344,HELLPAR
ENSG00000258169,LINC00485
ENSG00000257681,RP11-341G23.4
ENSG00000204954,C12orf73
ENSG00000136010,ALDH1L2
ENSG00000235162,C12orf75
ENSG00000286903,RP11-781C15.1
ENSG00000257859,CASC18
ENSG00000074590,NUAK1
ENSG00000257438,RP11-114F10.3
ENSG00000258355,RP11-651L5.2
ENSG00000013503,POLR3B
ENSG00000287957,RP11-124O10.1
ENSG00000260329,RP11-412D9.4
ENSG00000257548,RP11-797M17.1
ENSG00000151136,BTBD11
ENSG00000257579,RP11-128P10.1
ENSG00000174600,CMKLR1
ENSG00000198855,FICD
ENSG00000110876,SELPLG
ENSG00000084112,SSH1
ENSG00000076555,ACACB
ENSG00000139445,FOXN4
ENSG00000174527,MYO1H
ENSG00000249094,RP1-7G5.6
ENSG00000204852,TCTN1
ENSG00000111249,CUX2
ENSG00000257595,LINC02356
ENSG00000204842,ATXN2
ENSG00000111271,ACAD10
ENSG00000111275,ALDH2
ENSG00000274227,RP1-267L14.6
ENSG00000111300,NAA25
ENSG00000179295,PTPN11
ENSG00000166578,IQCD
ENSG00000135094,SDS
ENSG00000249550,LINC01234
ENSG00000257519,RP11-116D17.2
ENSG00000123066,MED13L
ENSG00000258034,RP11-493P1.2
ENSG00000258337,RP11-115H15.2
ENSG00000275898,RP11-497G19.7
ENSG00000135119,RNFT2
ENSG00000277840,RP11-103B5.4
ENSG00000089250,NOS1
ENSG00000171435,KSR2
ENSG00000176834,VSIG10
ENSG00000135090,TAOK3
ENSG00000139767,SRRM4
ENSG00000255857,PXN-AS1
ENSG00000286067,RP1-278C19.9
ENSG00000275936,RP1-278C19.8
ENSG00000088986,DYNLL1
ENSG00000256364,RP11-173P15.3
ENSG00000276188,RP11-173P15.10
ENSG00000255946,RP11-173P15.7
ENSG00000241388,HNF1A-AS1
ENSG00000135100,HNF1A
ENSG00000089041,P2RX7
ENSG00000286248,RP11-340F14.7
ENSG00000274029,RP11-340F14.6
ENSG00000258435,RP11-711D18.2
ENSG00000089094,KDM2B
ENSG00000256742,KDM2B-DT
ENSG00000139714,MORN3
ENSG00000188735,TMEM120B
ENSG00000212694,LINC01089
ENSG00000272849,RP11-347I19.8
ENSG00000287493,RP11-87C12.7
ENSG00000255856,RP11-87C12.5
ENSG00000256546,AC156455.1
ENSG00000158113,LRRC43
ENSG00000204671,IL31
ENSG00000184047,DIABLO
ENSG00000130779,CLIP1
ENSG00000275265,RP11-15J22.8
ENSG00000111011,RSRC2
ENSG00000274191,RP11-324E6.10
ENSG00000256249,RP11-324E6.6
ENSG00000182782,HCAR2
ENSG00000196917,HCAR1
ENSG00000150967,ABCB9
ENSG00000051825,MPHOSPH9
ENSG00000130921,C12orf65
ENSG00000111328,CDK2AP1
ENSG00000269980,RP11-282O18.7
ENSG00000256092,SBNO1-AS1
ENSG00000183955,KMT5A
ENSG00000188026,RILPL1
ENSG00000274427,RP11-972P1.10
ENSG00000278112,RP11-972P1.11
ENSG00000247373,TMED2-DT
ENSG00000168778,TCTN2
ENSG00000255839,RP11-338K17.8
ENSG00000185344,ATP6V0A2
ENSG00000250091,DNAH10OS
ENSG00000270130,RP11-214K3.23
ENSG00000270048,RP11-214K3.22
ENSG00000269997,RP11-214K3.21
ENSG00000270061,RP11-214K3.19
ENSG00000270095,RP11-214K3.18
ENSG00000179195,ZNF664
ENSG00000275389,RP11-214K3.24
ENSG00000214650,RP11-83B20.1
ENSG00000073060,SCARB1
ENSG00000287242,RP11-13J12.3
ENSG00000280634,THRIL
ENSG00000139364,TMEM132B
ENSG00000275212,LINC02826
ENSG00000284848,LINC02359
ENSG00000255595,RP4-809F18.1
ENSG00000189238,LINC00943
ENSG00000256128,LINC00944
ENSG00000256001,RP11-575F12.2
ENSG00000286791,RP11-575F12.5
ENSG00000278266,RP11-575F12.3
ENSG00000287339,RP11-575F12.4
ENSG00000287311,RP13-86N24.1
ENSG00000139370,SLC15A4
ENSG00000151948,GLT1D1
ENSG00000256906,LINC02419
ENSG00000250208,FZD10-AS1
ENSG00000125207,PIWIL1
ENSG00000256343,RP11-662M24.1
ENSG00000111450,STX2
ENSG00000256299,RP11-989F5.3
ENSG00000111452,ADGRD1
ENSG00000256151,ADGRD1-AS1
ENSG00000256810,RP11-76C10.2
ENSG00000248703,LINC02415
ENSG00000256424,LINC02414
ENSG00000249926,RP11-495K9.6
ENSG00000256955,RP11-417L19.2
ENSG00000255992,RP11-417L19.4
ENSG00000185163,DDX51
ENSG00000182870,GALNT9
ENSG00000277186,RP13-554M15.8
ENSG00000204583,LRCOL1
ENSG00000090615,GOLGA3
ENSG00000250790,RP11-46H11.3
ENSG00000196458,ZNF605
ENSG00000198393,ZNF26
ENSG00000198040,ZNF84
ENSG00000214029,ZNF891
ENSG00000256223,ZNF10
